countrynum,statenum,statename,Route,routename,latitude,longitude,Year,Aou,SpeciesTotal
840,14,CALIFORNIA,130,GREEN VALLEY,34.2452557,-117.0639579,2016,2920,12
840,14,CALIFORNIA,132,KINGS CANYON,36.8189424,-118.9088976,2016,2920,3
840,14,CALIFORNIA,133,ELIZABETH LK,34.6685951,-118.3953543,2016,2920,2
840,14,CALIFORNIA,136,LAKE CACHUMA,34.6739607,-119.6685329,2016,2920,2
840,69,OREGON,147,WIZARD FALLS,44.4919169,-121.7938709,2016,2920,2
840,14,CALIFORNIA,156,TUOLUMNE GROVE,37.7472667,-119.8035199,2016,2920,9
840,14,CALIFORNIA,158,SATTLEY,39.6153759,-120.4258218,2016,2920,8
840,14,CALIFORNIA,160,LONGVALE,39.5664857,-123.3982919,2016,2920,16
840,14,CALIFORNIA,161,TEHAMA,40.3357087,-121.9157259,2016,2920,6
840,14,CALIFORNIA,165,DAVIS CREEK,41.7332787,-120.3753129,2016,2920,1
840,14,CALIFORNIA,168,MACDOEL,41.8224004,-122.0111142,2016,2920,3
840,14,CALIFORNIA,173,LOCKWOOD,35.9222607,-121.0644229,2016,2920,1
840,14,CALIFORNIA,175,MT SHASTA,41.4000979,-122.0499734,2016,2920,1
840,14,CALIFORNIA,181,GENESEE,40.2017613,-120.623502,2016,2920,4
840,14,CALIFORNIA,182,LAYTONVILLE,39.6878368,-123.484892,2016,2920,2
840,14,CALIFORNIA,183,BARTLETT SPS,39.1844218,-122.7090796,2016,2920,25
840,14,CALIFORNIA,185,DOWNIEVILLE,39.5602197,-120.8280109,2016,2920,3
840,14,CALIFORNIA,188,RIVERTON,38.7694117,-120.4473869,2016,2920,23
840,14,CALIFORNIA,201,HAT CREEK,50.78927,-121.61208,2016,2920,26
840,69,OREGON,203,BADGER CREEK,45.2220066,-121.3798835,2016,2920,3
840,69,OREGON,219,WARNER MTN.,43.6397927,-122.3059389,2016,2920,3
840,14,CALIFORNIA,220,JOFEGAN,33.3068648,-117.342142,2016,2920,1
840,14,CALIFORNIA,221,CLEVELAND NF,32.92408,-116.48047,2016,2920,4
840,14,CALIFORNIA,226,ANZA 2,33.5014318,-116.7979649,2016,2920,13
840,69,OREGON,251,PROSPECT,45.23886,-75.92689,2016,2920,3
840,69,OREGON,339,Twickenham,44.669185,-120.12219,2016,2920,9
840,14,CALIFORNIA,409,BURNT RANCH,40.8031297,-123.4827189,2016,2920,17
840,69,OREGON,409,Harlan 2,44.5127163,-123.6336,2016,2920,1
840,14,CALIFORNIA,413,CHESTER,40.3052152,-121.143089,2016,2920,1
840,14,CALIFORNIA,416,MEADOW VALLEY,39.9493657,-121.0380629,2016,2920,2
840,14,CALIFORNIA,417,LITTLE TRUCKEE,39.5112797,-120.1772919,2016,2920,17
840,14,CALIFORNIA,418,FOREST HILL,39.0192397,-120.8263239,2016,2920,2
840,14,CALIFORNIA,421,COULTERVILLE,37.7104224,-120.1968622,2016,2920,1
840,14,CALIFORNIA,429,CECILVILLE,41.0822737,-123.0816729,2016,2920,4
840,14,CALIFORNIA,431,HAY FORK,40.4903837,-123.0732879,2016,2920,1
840,14,CALIFORNIA,435,FRIDAY RIDGE,40.8879703,-123.6046832,2016,2920,16
840,14,CALIFORNIA,436,LAST CHANCE,40.1541637,-120.5453404,2016,2920,6
840,14,CALIFORNIA,437,Stonyford,39.382586,-122.551903,2016,2920,24
840,14,CALIFORNIA,900,IRON GATE,41.9024247,-122.5631179,2016,2920,6
840,14,CALIFORNIA,901,GAZELLE,41.5209207,-122.5202179,2016,2920,19
840,14,CALIFORNIA,902,SHIP MTN.,41.8824344,-123.8192961,2016,2920,5
840,60,NEW MEXICO,2,NAGEESI,36.1676097,-107.7013619,2016,2930,1
840,83,TEXAS,7,RANDADO,27.0738442,-98.8220264,2016,2930,1
840,60,NEW MEXICO,8,TORREON,35.7840111,-107.2646486,2016,2930,4
840,60,NEW MEXICO,9,LA CIENEGA,35.5233697,-106.0592719,2016,2930,5
840,60,NEW MEXICO,10,PECOS,35.5743487,-105.6755989,2016,2930,1
840,60,NEW MEXICO,17,COOLEY LAKE,34.1098564,-104.2297055,2016,2930,76
840,60,NEW MEXICO,18,FLOYD,32.4856776,-91.4269719,2016,2930,23
840,17,COLORADO,19,RUSH,38.8398807,-104.0920409,2016,2930,2
840,17,COLORADO,20,BOYERO,38.6410567,-103.2279359,2016,2930,1
840,60,NEW MEXICO,20,HORSE MTN,46.1086984,-68.9008541,2016,2930,2
840,60,NEW MEXICO,22,CARRIZOZO,33.6891907,-105.8493706,2016,2930,7
840,60,NEW MEXICO,23,ROSWELL,33.0896297,-104.8270959,2016,2930,38
840,60,NEW MEXICO,24,CAPROCK,33.3149504,-103.6280881,2016,2930,30
840,60,NEW MEXICO,25,GAGE,32.3245289,-108.1067589,2016,2930,34
840,17,COLORADO,27,GILPIN,37.9979687,-103.1977919,2016,2930,1
840,60,NEW MEXICO,27,JORNADA,32.3802337,-106.7294539,2016,2930,14
840,6,ARIZONA,29,SAN SIMON,32.4996877,-109.3368449,2016,2930,3
840,60,NEW MEXICO,29,LAKEWOOD,32.6557967,-104.3957139,2016,2930,20
840,60,NEW MEXICO,31,RODEO,31.9280116,-108.9941583,2016,2930,5
840,67,OKLAHOMA,34,FELT,36.5876204,-102.7866028,2016,2930,5
840,60,NEW MEXICO,52,COUNSELOR,36.4327042,-107.4794163,2016,2930,3
840,60,NEW MEXICO,56,SEDAN,35.9792717,-103.6855999,2016,2930,6
840,17,COLORADO,58,CAMPO,37.1052137,-102.5796589,2016,2930,2
840,60,NEW MEXICO,61,VARIADERO,35.3881137,-104.4610059,2016,2930,24
840,60,NEW MEXICO,62,ROSEBUD,35.8403388,-103.6785946,2016,2930,18
840,60,NEW MEXICO,68,CLOVIS,34.4636507,-103.4776839,2016,2930,43
840,67,OKLAHOMA,69,CLEAR LAKE,50.01932,-113.39054,2016,2930,6
840,60,NEW MEXICO,70,VICKS PEAK,33.5104187,-107.2197419,2016,2930,2
840,67,OKLAHOMA,70,HOOKER,36.7764517,-101.1876829,2016,2930,16
840,60,NEW MEXICO,71,LABORCITA,33.7152917,-106.9502237,2016,2930,2
840,60,NEW MEXICO,74,PEP,33.7433287,-103.6484449,2016,2930,30
840,60,NEW MEXICO,75,RED ROCK,32.57312,-111.3291239,2016,2930,16
840,60,NEW MEXICO,79,QUEEN,32.245658,-104.6971728,2016,2930,19
840,60,NEW MEXICO,80,HOBBS,32.8420703,-103.1450556,2016,2930,79
840,60,NEW MEXICO,81,HATCHET PEAK,31.9176187,-108.3188559,2016,2930,11
840,83,TEXAS,81,COMSTOCK,29.9214837,-101.2407759,2016,2930,44
840,6,ARIZONA,82,SAHUARITA,31.9576267,-110.9446259,2016,2930,2
840,60,NEW MEXICO,82,COLUMBUS,31.8359947,-107.5695189,2016,2930,9
840,83,TEXAS,82,HOT SPRINGS,29.1904253,-103.0065204,2016,2930,25
840,6,ARIZONA,83,MCNEAL,31.6464055,-109.4732045,2016,2930,12
840,83,TEXAS,83,BLACK GAP,29.4492397,-102.8239829,2016,2930,34
840,83,TEXAS,86,RANKIN,31.2059844,-101.9691922,2016,2930,50
840,83,TEXAS,87,LONGFELLOW,30.1465918,-102.4086864,2016,2930,11
840,83,TEXAS,92,POST,33.1811653,-101.5601204,2016,2930,9
840,83,TEXAS,93,LAMESA,32.6620464,-101.9652575,2016,2930,7
840,83,TEXAS,94,PLAINS,33.3441307,-102.9569019,2016,2930,64
840,83,TEXAS,103,WAKA,36.2853161,-101.0402636,2016,2930,1
840,83,TEXAS,108,FRANKEL CITY,32.1286341,-102.8346237,2016,2930,30
840,60,NEW MEXICO,111,SABINOSO,35.6552916,-104.3751645,2016,2930,28
840,60,NEW MEXICO,112,LOGAN,39.7266067,-99.6464549,2016,2930,46
840,60,NEW MEXICO,114,CERRO VERDE,34.8699738,-107.2466969,2016,2930,6
840,60,NEW MEXICO,115,ESCONDIDA,34.1107524,-106.8715622,2016,2930,4
840,17,COLORADO,126,CONE MTN,37.6256667,-104.3100659,2016,2930,3
840,60,NEW MEXICO,126,LAKE VALLEY,32.5335077,-107.4876559,2016,2930,17
840,60,NEW MEXICO,130,SAN SIMON,32.4996877,-109.3368449,2016,2930,24
840,6,ARIZONA,133,PORTAL,31.9825267,-109.2013399,2016,2930,2
840,60,NEW MEXICO,166,GALLO ARROYO,33.9958055,-105.1106501,2016,2930,5
840,83,TEXAS,179,HASKELL,33.3645608,-99.6563415,2016,2930,3
840,83,TEXAS,189,BEAR MTN,30.93882,-104.15497,2016,2930,18
840,83,TEXAS,209,ENCINAL 2,27.9766671,-99.266437,2016,2930,6
840,60,NEW MEXICO,221,SUNSHINE WLL,33.1786297,-107.0297999,2016,2930,24
840,60,NEW MEXICO,263,SALT LAKE 2,34.341296,-108.523606,2016,2930,1
840,83,TEXAS,303,SEJITA,27.2961057,-98.5051649,2016,2930,16
840,17,COLORADO,319,ELLICOTT,38.5495769,-104.4588733,2016,2930,5
840,83,TEXAS,319,CASTOLON,29.1679858,-103.6103013,2016,2930,18
840,17,COLORADO,320,KARVAL,38.7624107,-103.3489149,2016,2930,3
840,17,COLORADO,328,PRITCHETT,37.2067937,-102.8682559,2016,2930,4
840,83,TEXAS,328,DEVILS R CYN,30.142815,-101.322565,2016,2930,2
840,83,TEXAS,329,FT. STOCKTON,30.5964387,-102.6068259,2016,2930,30
840,83,TEXAS,330,COYANDA DRAW,30.6112157,-103.3672874,2016,2930,52
840,83,TEXAS,331,TOYAHVALE,30.8111277,-103.9442869,2016,2930,35
840,83,TEXAS,341,STILES,31.5830183,-101.7186781,2016,2930,49
840,83,TEXAS,345,SIERRA BLANC,31.2076027,-105.3339159,2016,2930,14
840,83,TEXAS,346,CANUTILLO,31.846782,-106.6131975,2016,2930,5
840,83,TEXAS,356,MIDLAND,32.0722749,-101.9269126,2016,2930,79
840,83,TEXAS,365,PLAINS,33.3441307,-102.9569019,2016,2930,5
840,83,TEXAS,372,SKELLYTOWN,35.7361327,-101.1865919,2016,2930,11
840,83,TEXAS,373,DALHART,35.9930757,-102.5674219,2016,2930,12
840,83,TEXAS,374,TWICHELL,36.4347007,-100.7308439,2016,2930,1
840,83,TEXAS,375,GRUVER,36.2689387,-101.3528969,2016,2930,2
840,83,TEXAS,378,SAN PEDRO,26.9305414,-97.65234,2016,2930,4
840,83,TEXAS,391,MARFA,30.0746005,-104.4532389,2016,2930,56
840,83,TEXAS,392,FT. DAVIS,30.561739,-103.9171669,2016,2930,22
840,83,TEXAS,409,MILLETT 2,28.536864,-99.297439,2016,2930,3
840,17,COLORADO,419,DOYLE BRIDGE 2,38.0641056,-104.4189177,2016,2930,10
840,83,TEXAS,510,KERMIT 2,31.696603,-103.18383,2016,2930,67
840,83,TEXAS,900,CHISOS BASIN,29.2682987,-103.3030169,2016,2930,18
840,14,CALIFORNIA,1,HORSE CREEK,41.8223332,-123.0047055,2016,2940,15
840,55,NEVADA,2,PIUTE MDWS,41.3171877,-118.9004059,2016,2940,2
840,89,WASHINGTON,2,PORT ANGELES,48.1127527,-123.3860549,2016,2940,8
840,14,CALIFORNIA,3,NUBIEBER,41.1014068,-121.2571315,2016,2940,20
840,33,IDAHO,4,GIFFORD,46.4532553,-116.5560346,2016,2940,23
840,14,CALIFORNIA,5,HONEYDEW,40.2431947,-124.1233439,2016,2940,11
840,89,WASHINGTON,5,TWISP,48.3550687,-120.2118449,2016,2940,20
840,14,CALIFORNIA,6,HOLMES,40.4150917,-123.9615249,2016,2940,3
840,14,CALIFORNIA,7,RED BLUFF,40.3520163,-122.3059647,2016,2940,13
840,55,NEVADA,7,SAND PASS,40.2636938,-119.7796496,2016,2940,5
840,69,OREGON,8,IMNAHA,45.72192,-116.7795945,2016,2940,2
840,89,WASHINGTON,8,CHEWELAH,48.2905657,-117.7774499,2016,2940,13
840,85,UTAH,10,OAK CITY,39.3549717,-112.2278059,2016,2940,2
840,14,CALIFORNIA,11,HULLVILLE,39.5232837,-122.9409709,2016,2940,5
840,69,OREGON,11,DESCHUTES,44.1598087,-121.2737049,2016,2940,16
840,69,OREGON,13,LOGDELL,44.2168556,-119.2408498,2016,2940,1
840,69,OREGON,14,WICKIUP,44.1328667,-118.5877689,2016,2940,7
840,89,WASHINGTON,14,MOSES LAKE,47.0871717,-119.2576519,2016,2940,16
840,33,IDAHO,17,BLACKS CREEK,43.455341,-116.0962005,2016,2940,5
840,69,OREGON,18,UMPQUA,43.3663377,-123.5037309,2016,2940,7
840,69,OREGON,19,WINBERRY,43.9074737,-122.5593339,2016,2940,1
840,14,CALIFORNIA,21,HUGHSON,37.5947824,-120.860951,2016,2940,3
840,69,OREGON,21,FANDANGO CAN,43.1649665,-120.6637819,2016,2940,38
840,89,WASHINGTON,21,MERCER,46.0599687,-119.9901579,2016,2940,3
840,14,CALIFORNIA,22,BASS LAKE,37.3670857,-119.6302109,2016,2940,6
840,89,WASHINGTON,23,ASOTIN,46.3417127,-117.0559849,2016,2940,3
840,89,WASHINGTON,25,SNOWDEN,45.8331357,-121.3533019,2016,2940,6
840,69,OREGON,26,DAYS CREEK,42.9708857,-123.2140269,2016,2940,9
840,89,WASHINGTON,26,BICKLETON,45.9666667,-120.25,2016,2940,3
840,89,WASHINGTON,30,TONASKET,48.7230457,-119.2720569,2016,2940,15
840,69,OREGON,31,ALVORD LAKE,42.34767,-118.6488892,2016,2940,4
840,14,CALIFORNIA,32,PARKFIELD,35.8086777,-120.5305939,2016,2940,16
840,69,OREGON,33,ADAIR,42.7983457,-82.6340339,2016,2940,1
840,69,OREGON,35,JOSEPH,45.2809207,-117.2062679,2016,2940,6
840,89,WASHINGTON,35,RONALD,47.2274587,-121.0136489,2016,2940,6
840,89,WASHINGTON,36,LEAVENWORTH,47.5534987,-120.6802069,2016,2940,7
840,89,WASHINGTON,37,QUINCY,47.3151767,-119.8794779,2016,2940,4
840,89,WASHINGTON,38,WILBUR,47.7717347,-118.8944699,2016,2940,4
840,69,OREGON,43,MT HOOD,45.5378447,-121.4834369,2016,2940,4
840,89,WASHINGTON,44,ELLENSBURG,46.9554377,-120.5699539,2016,2940,16
840,55,NEVADA,45,NIXON,30.3715757,-85.2717359,2016,2940,5
840,69,OREGON,46,PENDLETON,45.6793737,-118.7501219,2016,2940,15
840,89,WASHINGTON,46,PRESCOTT,34.6437087,-112.4327389,2016,2940,7
840,14,CALIFORNIA,47,OAK GROVE,33.3988807,-116.8011859,2016,2940,4
840,69,OREGON,48,MOUNT VERNON,44.4171957,-119.1134189,2016,2940,7
840,89,WASHINGTON,50,NIGHTHAWK,48.7556407,-119.6633299,2016,2940,36
840,14,CALIFORNIA,51,ANZA BORREGO,32.903954,-116.23272,2016,2940,3
840,14,CALIFORNIA,54,ORANGE COVE,36.6315997,-119.3047559,2016,2940,7
840,89,WASHINGTON,55,BLEWETT PASS,47.2433867,-120.6971899,2016,2940,2
840,89,WASHINGTON,57,KEYSTONE,30.0641124,-91.8208203,2016,2940,1
840,14,CALIFORNIA,59,INYOKERN,35.6076917,-117.800197,2016,2940,14
840,69,OREGON,62,FISH LAKE,42.9576667,-118.8677979,2016,2940,3
840,89,WASHINGTON,63,POTHOLES,46.9700517,-119.3451239,2016,2940,5
840,89,WASHINGTON,65,POMEROY,39.2701767,-81.8827139,2016,2940,7
840,89,WASHINGTON,66,BAY VIEW,48.5374977,-122.4719929,2016,2940,1
840,89,WASHINGTON,70,LAURIER,48.6756907,-118.1161269,2016,2940,6
840,89,WASHINGTON,71,NORTHPORT,48.8504757,-117.8829919,2016,2940,3
840,89,WASHINGTON,75,MOSES COULEE,47.6640047,-119.6308899,2016,2940,4
840,14,CALIFORNIA,79,COHASSET,39.9935292,-121.704424,2016,2940,13
840,89,WASHINGTON,79,RAINIER,46.8066477,-122.4157869,2016,2940,1
840,14,CALIFORNIA,82,WOODFORDS,38.7754607,-119.8237379,2016,2940,21
840,14,CALIFORNIA,84,BENTON,37.8002217,-118.5296169,2016,2940,11
840,14,CALIFORNIA,98,FOLSOM,38.7202247,-121.0356899,2016,2940,10
124,11,British Columbia,101,Saltair,48.757438,-123.598512,2016,2940,5
840,85,UTAH,105,FAIRFIELD,40.0721647,-112.0953299,2016,2940,2
840,14,CALIFORNIA,106,MESA GRANDE,33.1990869,-116.7862853,2016,2940,1
840,14,CALIFORNIA,108,CARMEL VAL,36.4530827,-121.6956939,2016,2940,26
840,89,WASHINGTON,111,CARNATION,47.7443857,-121.9848029,2016,2940,1
840,14,CALIFORNIA,112,PEARBLOSSOM,34.5208799,-117.9406162,2016,2940,11
840,89,WASHINGTON,113,LAKE CHELAN,47.7506767,-120.3554229,2016,2940,8
840,55,NEVADA,114,FALLON,39.4020097,-118.7255249,2016,2940,87
840,14,CALIFORNIA,118,LOCKWOOD VAL,34.7383427,-119.0450209,2016,2940,23
840,14,CALIFORNIA,122,CUYAMACA PK,32.9845324,-116.6771527,2016,2940,27
840,33,IDAHO,124,PASADENA VAL,42.953922,-115.2124573,2016,2940,19
840,14,CALIFORNIA,127,SANGER,36.6992615,-119.5118359,2016,2940,35
840,69,OREGON,127,SAMS VALLEY,42.5330796,-122.7954061,2016,2940,3
840,14,CALIFORNIA,128,KELSO VALLEY,35.5494581,-118.2071003,2016,2940,29
840,14,CALIFORNIA,129,MT BALDY,34.1748887,-117.6766129,2016,2940,8
840,14,CALIFORNIA,130,GREEN VALLEY,34.2452557,-117.0639579,2016,2940,9
840,14,CALIFORNIA,132,KINGS CANYON,36.8189424,-118.9088976,2016,2940,2
840,14,CALIFORNIA,133,ELIZABETH LK,34.6685951,-118.3953543,2016,2940,8
840,14,CALIFORNIA,136,LAKE CACHUMA,34.6739607,-119.6685329,2016,2940,2
840,69,OREGON,136,SUMMIT PR,44.3417036,-120.5617158,2016,2940,2
840,14,CALIFORNIA,137,JACUMBA,32.6119997,-116.2002339,2016,2940,56
840,14,CALIFORNIA,138,CRESTON,49.07317,-116.52268,2016,2940,57
840,14,CALIFORNIA,151,LIKELY,41.2351468,-120.3368295,2016,2940,6
840,14,CALIFORNIA,153,GOLD HILL,38.7687607,-120.9253159,2016,2940,25
840,14,CALIFORNIA,155,WESTLEY,37.5141365,-121.1597352,2016,2940,3
840,14,CALIFORNIA,158,SATTLEY,39.6153759,-120.4258218,2016,2940,7
840,69,OREGON,159,EMIGRANT LAKE 2,42.1116865,-122.5366725,2016,2940,5
840,14,CALIFORNIA,160,LONGVALE,39.5664857,-123.3982919,2016,2940,16
840,14,CALIFORNIA,161,TEHAMA,40.3357087,-121.9157259,2016,2940,55
840,14,CALIFORNIA,162,HONEY LAKE,40.4932903,-120.1080006,2016,2940,6
840,14,CALIFORNIA,165,DAVIS CREEK,41.7332787,-120.3753129,2016,2940,11
840,14,CALIFORNIA,166,DORRIS,41.9998861,-121.8916067,2016,2940,16
840,14,CALIFORNIA,168,MACDOEL,41.8224004,-122.0111142,2016,2940,12
840,14,CALIFORNIA,172,MORAGA,37.8183531,-122.1464708,2016,2940,8
840,14,CALIFORNIA,173,LOCKWOOD,35.9222607,-121.0644229,2016,2940,23
840,14,CALIFORNIA,176,CLEAR LK RES,41.8190067,-121.0692617,2016,2940,8
840,14,CALIFORNIA,177,CEDARVILLE,41.5295757,-120.1718519,2016,2940,30
840,14,CALIFORNIA,181,GENESEE,40.2017613,-120.623502,2016,2940,5
840,14,CALIFORNIA,182,LAYTONVILLE,39.6878368,-123.484892,2016,2940,13
840,89,WASHINGTON,182,Scootney Reservoir,46.7665517,-119.04624,2016,2940,37
840,14,CALIFORNIA,183,BARTLETT SPS,39.1844218,-122.7090796,2016,2940,13
840,14,CALIFORNIA,186,MARK WEST,38.5498734,-122.719303,2016,2940,11
840,14,CALIFORNIA,189,COYOTE,37.2521703,-121.6774341,2016,2940,18
840,14,CALIFORNIA,190,COPPEROPOLIS,37.9834939,-120.6452578,2016,2940,12
840,14,CALIFORNIA,191,ONEALS,37.1201217,-119.7013699,2016,2940,14
840,14,CALIFORNIA,193,BODEGA BAY,38.3407717,-123.0480649,2016,2940,6
840,14,CALIFORNIA,194,WATERMAN GAP,37.2115267,-122.1565019,2016,2940,4
840,14,CALIFORNIA,195,GREENFIELD,36.257393,-121.4234494,2016,2940,24
840,14,CALIFORNIA,198,YREKA,41.7401687,-122.6334149,2016,2940,12
840,14,CALIFORNIA,201,HAT CREEK,50.78927,-121.61208,2016,2940,1
840,69,OREGON,202,CANBY,45.2946161,-122.7018488,2016,2940,3
840,33,IDAHO,204,JOEL,46.4470219,-116.8391482,2016,2940,9
840,69,OREGON,204,MIKKALO,45.4001548,-120.0255662,2016,2940,9
124,11,British Columbia,208,SUMMERLAND,49.59762,-119.72963,2016,2940,3
840,55,NEVADA,208,MILL CITY,40.653659,-118.00395,2016,2940,2
840,33,IDAHO,211,CRANE CREEK,44.1957002,-116.5087254,2016,2940,2
840,69,OREGON,211,MADRAS,44.6282948,-121.0586193,2016,2940,10
840,33,IDAHO,217,SILVER CITY,36.4664267,-118.6547779,2016,2940,5
840,69,OREGON,217,COQUILLE,43.2152987,-124.0771559,2016,2940,6
124,11,British Columbia,220,LAVINGTON,50.26615,-119.08702,2016,2940,12
840,14,CALIFORNIA,220,JOFEGAN,33.3068648,-117.342142,2016,2940,7
840,14,CALIFORNIA,221,CLEVELAND NF,32.92408,-116.48047,2016,2940,8
840,33,IDAHO,225,CEDAR HILL,42.431685,-114.0888322,2016,2940,6
840,14,CALIFORNIA,226,ANZA 2,33.5014318,-116.7979649,2016,2940,5
840,69,OREGON,230,WARNER VALLY,42.6188696,-119.6736929,2016,2940,2
840,69,OREGON,238,SISTERS,44.3919161,-121.5215586,2016,2940,1
840,14,CALIFORNIA,240,WILLOW SPRINGS 2,34.971073,-118.148742,2016,2940,1
840,69,OREGON,243,LORANE,43.8371705,-123.2383928,2016,2940,1
840,69,OREGON,249,SHEAVILLE,43.3301972,-117.08403,2016,2940,18
840,14,CALIFORNIA,252,Hollister 2,36.8242987,-121.2813,2016,2940,7
840,69,OREGON,253,LAKEVIEW,34.3086241,-85.9323092,2016,2940,2
840,14,CALIFORNIA,302,GLEN ELLEN 2,38.3796305,-122.5109615,2016,2940,25
840,14,CALIFORNIA,319,PESCADERO,37.1650627,-122.2276839,2016,2940,21
840,69,OREGON,339,Twickenham,44.669185,-120.12219,2016,2940,2
840,14,CALIFORNIA,341,CAL HOT SPGS,35.89089,-118.85004,2016,2940,39
840,14,CALIFORNIA,357,POLOMA,38.3539344,-120.6797897,2016,2940,8
124,11,British Columbia,401,SALT SPR. IS,48.74932,-123.54811,2016,2940,8
840,14,CALIFORNIA,407,CROWDER FLAT,41.8699632,-120.5011538,2016,2940,1
840,14,CALIFORNIA,408,MADELINE,41.0534621,-120.4745547,2016,2940,12
840,14,CALIFORNIA,409,BURNT RANCH,40.8031297,-123.4827189,2016,2940,8
840,14,CALIFORNIA,416,MEADOW VALLEY,39.9493657,-121.0380629,2016,2940,1
840,14,CALIFORNIA,417,LITTLE TRUCKEE,39.5112797,-120.1772919,2016,2940,8
840,14,CALIFORNIA,418,FOREST HILL,39.0192397,-120.8263239,2016,2940,1
840,14,CALIFORNIA,421,COULTERVILLE,37.7104224,-120.1968622,2016,2940,6
124,11,British Columbia,422,HAT CREEK,50.78927,-121.61208,2016,2940,1
840,14,CALIFORNIA,423,PINE MOUNTAIN,36.0105997,-118.1213609,2016,2940,1
840,14,CALIFORNIA,431,HAY FORK,40.4903837,-123.0732879,2016,2940,3
840,14,CALIFORNIA,435,FRIDAY RIDGE,40.8879703,-123.6046832,2016,2940,2
840,14,CALIFORNIA,436,LAST CHANCE,40.1541637,-120.5453404,2016,2940,39
840,14,CALIFORNIA,437,Stonyford,39.382586,-122.551903,2016,2940,24
840,14,CALIFORNIA,503,Tracy 2,37.665124,-121.73284,2016,2940,7
124,11,British Columbia,608,PARK RILL,49.25746,-119.5261,2016,2940,22
124,11,British Columbia,613,COOMBS,49.25092,-124.35721,2016,2940,4
840,14,CALIFORNIA,900,IRON GATE,41.9024247,-122.5631179,2016,2940,17
840,14,CALIFORNIA,901,GAZELLE,41.5209207,-122.5202179,2016,2940,20
840,53,MONTANA,901,VICTOR,46.3310791,-114.1724926,2016,2940,51
840,69,OREGON,904,SCAPPOOSE,45.7909747,-122.8698811,2016,2940,4
840,89,WASHINGTON,905,DECEPTION,48.4960717,-122.6255719,2016,2940,1
840,89,WASHINGTON,908,L PEND O NWR,48.4552107,-117.5551299,2016,2940,3
840,89,WASHINGTON,950,RICHLAND,37.937149,-92.441823,2016,2940,2
840,89,WASHINGTON,951,HORN RAPIDS,46.3915681,-119.4109939,2016,2940,27
840,33,IDAHO,10,BAKER,45.0341095,-113.5624829,2016,2950,26
840,6,ARIZONA,12,OATMAN,34.9859877,-114.4831159,2016,2950,2
840,6,ARIZONA,13,WIKIEUP,34.7270747,-113.9188229,2016,2950,9
840,6,ARIZONA,14,PRESCOTT,34.6437087,-112.4327389,2016,2950,12
840,6,ARIZONA,20,NEW RIVER,33.7034749,-112.2723363,2016,2950,55
840,6,ARIZONA,24,LAGUNA,32.8332815,-114.3988546,2016,2950,11
840,6,ARIZONA,25,DATELAND,32.9285617,-113.5413359,2016,2950,13
840,60,NEW MEXICO,25,GAGE,32.3245289,-108.1067589,2016,2950,36
840,55,NEVADA,27,HIKO,37.6075607,-115.0336839,2016,2950,2
840,60,NEW MEXICO,27,JORNADA,32.3802337,-106.7294539,2016,2950,41
840,6,ARIZONA,28,POMERENE,32.0343407,-110.3031159,2016,2950,11
840,6,ARIZONA,29,SAN SIMON,32.4996877,-109.3368449,2016,2950,33
840,55,NEVADA,29,BEATTY,36.9072027,-116.7617883,2016,2950,3
840,60,NEW MEXICO,31,RODEO,31.9280116,-108.9941583,2016,2950,8
840,55,NEVADA,33,NELSON,35.7087118,-114.7110604,2016,2950,8
840,6,ARIZONA,51,TOROWEAP,36.2863797,-113.0649869,2016,2950,3
840,6,ARIZONA,56,RIVIERA,35.1226722,-114.582156,2016,2950,2
840,6,ARIZONA,57,ANTARES,35.4272901,-113.8087941,2016,2950,9
840,6,ARIZONA,63,ALAMO RES.,34.2318174,-113.5975476,2016,2950,40
840,6,ARIZONA,68,CIBOLA LAKE,33.2314477,-114.668276,2016,2950,15
840,6,ARIZONA,69,GILA BEND,33.2869987,-112.9375459,2016,2950,3
840,60,NEW MEXICO,70,VICKS PEAK,33.5104187,-107.2197419,2016,2950,7
840,6,ARIZONA,71,BARTLETT RES,33.8177037,-111.6398389,2016,2950,71
840,60,NEW MEXICO,71,LABORCITA,33.7152917,-106.9502237,2016,2950,71
840,6,ARIZONA,74,ARABY,32.8548017,-114.4452209,2016,2950,13
840,60,NEW MEXICO,75,RED ROCK,32.57312,-111.3291239,2016,2950,61
840,60,NEW MEXICO,76,EMORY PASS,32.9200137,-107.6265249,2016,2950,8
840,6,ARIZONA,78,REDINGTON,32.5434377,-110.5053099,2016,2950,23
840,6,ARIZONA,80,CABEZA PRIET,32.4009815,-112.9321083,2016,2950,55
840,6,ARIZONA,81,AMADO,31.7120327,-111.0671459,2016,2950,1
840,60,NEW MEXICO,81,HATCHET PEAK,31.9176187,-108.3188559,2016,2950,2
840,6,ARIZONA,82,SAHUARITA,31.9576267,-110.9446259,2016,2950,45
840,60,NEW MEXICO,82,COLUMBUS,31.8359947,-107.5695189,2016,2950,12
840,6,ARIZONA,83,MCNEAL,31.6464055,-109.4732045,2016,2950,11
840,14,CALIFORNIA,89,NILAND,33.2200507,-115.4847789,2016,2950,14
840,6,ARIZONA,101,NAVAJO TRAIL,36.6901017,-113.4587859,2016,2950,4
840,6,ARIZONA,107,PEACH SPRING,35.5541565,-113.3760172,2016,2950,6
840,60,NEW MEXICO,107,BLUEWATER LAKE,35.2666767,-108.1239789,2016,2950,1
