countrynum,statenum,statename,Route,routename,latitude,longitude,Year,Aou,SpeciesTotal
840,6,ARIZONA,108,SELIGMAN,35.2307957,-112.5859679,2016,2950,9
840,60,NEW MEXICO,115,ESCONDIDA,34.1107524,-106.8715622,2016,2950,8
840,85,UTAH,120,MOQUITH MTN,37.0000397,-112.8619309,2016,2950,1
840,6,ARIZONA,121,CASA GRANDE,33.0385437,-111.3789069,2016,2950,47
840,6,ARIZONA,122,CARR MTN,33.5656117,-110.9464649,2016,2950,26
840,6,ARIZONA,123,SPRUCEDALE,33.6103817,-109.1063079,2016,2950,4
840,6,ARIZONA,126,Ajo 2,32.4655,-112.86988,2016,2950,39
840,60,NEW MEXICO,126,LAKE VALLEY,32.5335077,-107.4876559,2016,2950,11
840,6,ARIZONA,127,CACTUS FOREST,32.9583127,-111.3334729,2016,2950,23
840,6,ARIZONA,130,ORGAN PIPE,31.9571917,-112.7999879,2016,2950,51
840,6,ARIZONA,133,PORTAL,31.9825267,-109.2013399,2016,2950,15
840,60,NEW MEXICO,164,MAGDALENA,34.17281,-107.3003133,2016,2950,9
840,85,UTAH,169,SHIVWITZ,37.0690767,-113.7700499,2016,2950,49
840,6,ARIZONA,170,PALO VERDE 2,33.3339864,-112.677217,2016,2950,43
840,6,ARIZONA,172,CUTTER 2,33.178809,-110.215069,2016,2950,45
840,6,ARIZONA,176,BATES WELL,32.3559327,-112.8270799,2016,2950,83
840,6,ARIZONA,177,RED ROCK 2,32.57312,-111.329123,2016,2950,19
840,6,ARIZONA,206,WILLOW BEACH 2,35.8663187,-114.6620259,2016,2950,3
840,6,ARIZONA,219,HOPE 2,33.9225847,-113.82479,2016,2950,3
840,60,NEW MEXICO,221,SUNSHINE WLL,33.1786297,-107.0297999,2016,2950,11
840,60,NEW MEXICO,301,LA PLATA 2,36.8338846,-108.010155,2016,2950,15
840,83,TEXAS,345,SIERRA BLANC,31.2076027,-105.3339159,2016,2950,24
840,83,TEXAS,346,CANUTILLO,31.846782,-106.6131975,2016,2950,6
840,83,TEXAS,432,QUITMAN CANYON 2,31.0025107,-105.55087,2016,2950,92
840,55,NEVADA,906,ASH MEADOWS,36.4907307,-116.3432079,2016,2950,7
840,60,NEW MEXICO,19,HORSE SPGS,33.9262784,-108.1876061,2016,2960,4
840,6,ARIZONA,32,PATAGONIA,31.5175977,-110.7949529,2016,2960,1
840,6,ARIZONA,123,SPRUCEDALE,33.6103817,-109.1063079,2016,2960,4
840,6,ARIZONA,133,PORTAL,31.9825267,-109.2013399,2016,2960,1
840,60,NEW MEXICO,164,MAGDALENA,34.17281,-107.3003133,2016,2960,1
840,83,TEXAS,391,MARFA,30.0746005,-104.4532389,2016,2960,1
840,17,COLORADO,39,WILLOW PEAK,39.6640362,-107.1232134,2016,2970,1
840,89,WASHINGTON,84,CLOVERLAND,46.2738807,-117.2930749,2016,2970,1
840,85,UTAH,115,FISH LAKE NF,38.4908847,-112.0016859,2016,2970,1
840,17,COLORADO,215,PINON,38.2657408,-108.3489798,2016,2970,2
840,17,COLORADO,216,PAONIA,38.8387837,-107.6025079,2016,2970,1
840,17,COLORADO,372,HAYCAMP MESA,37.4432477,-108.4743579,2016,2970,1
124,11,British Columbia,510,Chaumox,49.8336317,-121.571998,2016,2970,1
840,53,MONTANA,900,LOGAN PASS,48.6915527,-113.5308299,2016,2970,1
840,53,MONTANA,907,PRYOR MTN.,45.20504,-108.7538747,2016,2970,1
840,89,WASHINGTON,1,OZETTE,48.2533397,-124.2718359,2016,2971,11
840,89,WASHINGTON,4,NEWHALEM,48.7004247,-121.2122809,2016,2971,3
840,3,ALASKA,21,JUNEAU,58.4423687,-134.7660128,2016,2971,4
840,3,ALASKA,24,KETCHIKAN,55.3269454,-131.5213101,2016,2971,2
840,69,OREGON,29,PAISLEY,44.3202,-81.23315,2016,2971,1
124,11,British Columbia,49,BELLA COOLA,52.38755,-126.52696,2016,2971,6
840,89,WASHINGTON,53,HURRICANE RG,47.9693587,-123.4988999,2016,2971,5
840,89,WASHINGTON,55,BLEWETT PASS,47.2433867,-120.6971899,2016,2971,1
840,89,WASHINGTON,61,MT RAINIER,46.7412427,-121.9182969,2016,2971,1
124,11,British Columbia,72,KWINITSA,54.33308,-129.29622,2016,2971,6
840,14,CALIFORNIA,78,JOHNSVILLE,39.7846537,-120.6326679,2016,2971,1
840,69,OREGON,147,WIZARD FALLS,44.4919169,-121.7938709,2016,2971,1
124,11,British Columbia,198,MASSETT,54.03085,-132.05651,2016,2971,1
840,69,OREGON,210,BLUE RIVER,44.2953092,-122.2887574,2016,2971,1
840,69,OREGON,219,WARNER MTN.,43.6397927,-122.3059389,2016,2971,2
840,3,ALASKA,224,ZIMOVIA STRT,56.4698397,-132.3749999,2016,2971,2
124,11,British Columbia,226,STELLA LAKE,50.18259,-125.49475,2016,2971,4
124,11,British Columbia,300,Skidegate Lake,53.20804,-131.79334,2016,2971,2
124,11,British Columbia,310,Silver Skagit Rd,49.00246,-121.06323,2016,2971,5
124,11,British Columbia,323,PEM MEADOWS,50.211346,-122.88437,2016,2971,11
124,11,British Columbia,339,HAINES SUMMIT,59.78907,-136.59568,2016,2971,1
124,11,British Columbia,371,Kitimat,54.001414,-128.700779,2016,2971,1
124,11,British Columbia,423,DUFFEY LAKE,50.43183,-122.25638,2016,2971,1
840,3,ALASKA,425,SKAGWAY,59.5294227,-135.3507079,2016,2971,4
840,3,ALASKA,435,CHICHAGOF IS,57.8376397,-135.0598309,2016,2971,2
840,14,CALIFORNIA,435,FRIDAY RIDGE,40.8879703,-123.6046832,2016,2971,2
124,11,British Columbia,511,Skookumchuk,49.928775,-122.400526,2016,2971,5
124,11,British Columbia,612,SQUAMISH RIVER,49.68665,-123.17833,2016,2971,3
124,11,British Columbia,614,Mt. Washington,49.64242,-125.09807,2016,2971,9
840,14,CALIFORNIA,902,SHIP MTN.,41.8824344,-123.8192961,2016,2971,1
840,89,WASHINGTON,903,NO CASCADES,48.7003347,-121.2051539,2016,2971,1
840,89,WASHINGTON,36,LEAVENWORTH,47.5534987,-120.6802069,2016,2973,1
840,89,WASHINGTON,49,CARLTON,48.2516757,-120.1583639,2016,2973,1
840,89,WASHINGTON,68,MAZAMA,48.5322757,-120.3033679,2016,2973,2
124,68,Ontario,55,SYDNEY LAKE,50.75942,-94.34563,2016,2980,2
124,68,Ontario,64,SMOOTH ROCK,49.48807,-81.49504,2016,2980,1
124,68,Ontario,68,HORNEPAYNE,49.20893,-84.85718,2016,2980,1
124,68,Ontario,76,SULTAN,47.59042,-82.76081,2016,2980,1
840,3,ALASKA,115,SAVAGE,63.7379551,-149.2910681,2016,2980,1
124,79,Saskatchewan,146,Jayjay Lake,54.485995,-104.236871,2016,2980,1
840,89,WASHINGTON,152,SULLIVAN LAKE 2,48.8474137,-117.1882249,2016,2980,1
124,45,Manitoba,201,WHITEMOUTH L,49.23455,-95.4268,2016,2980,2
840,33,IDAHO,212,YELLOW PINE,44.9600847,-115.4933479,2016,2980,1
124,68,Ontario,284,SAVANT LAKE,50.22283,-90.69727,2016,2980,1
124,68,Ontario,292,RAMSEY,33.9045937,-92.5979989,2016,2980,1
