uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,identifiedDate,individualID,taxonID,kingdom,phylum,class,order,family,subfamily,tribe,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,taxonRank,identificationQualifier,sex,morphospeciesID,identificationReferences,identifiedBy,laboratoryName,identificationRemarks,sampleCondition,dnaBarcoded,geneticSampleID,remarks
"bfade9ba-deb6-425c-9599-3d4d678839f0","OSBS_003.basePlot.bet","D03","OSBS","OSBS_003","2014-05-27","2014-06-09","2016-10-03","NEON.BET.D03.000393","CYCFAB","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Cyclotrachelus","Cyclotrachelus","faber",,"Cyclotrachelus faber","Germar","species",,"M",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","Robert L. Davidson","Carnegie Museum of Invertebrate Zoology",,"No known compromise","N",,
"019188b3-aaec-409e-afeb-532e5ce6e506","OSBS_003.basePlot.bet","D03","OSBS","OSBS_003","2014-05-27","2014-06-09","2016-10-03","NEON.BET.D03.000365","CYCFAB","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Cyclotrachelus","Cyclotrachelus","faber",,"Cyclotrachelus faber","Germar","species",,"F",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","Robert L. Davidson","Carnegie Museum of Invertebrate Zoology",,"No known compromise","N",,
"57ada88b-627b-46d3-9f64-1abaecb0a41b","OSBS_003.basePlot.bet","D03","OSBS","OSBS_003","2014-05-27","2014-06-09","2016-10-03","NEON.BET.D03.000368","CYCFAB","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Cyclotrachelus","Cyclotrachelus","faber",,"Cyclotrachelus faber","Germar","species",,"F",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","Robert L. Davidson","Carnegie Museum of Invertebrate Zoology",,"No known compromise","N",,
"0b830492-8f3c-4009-a048-d5201183e748","OSBS_007.basePlot.bet","D03","OSBS","OSBS_007","2014-05-27","2014-06-09","2016-09-08","NEON.BET.D03.000322","PASSTR","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Pasimachini","Pasimachus","Pasimachus","strenuus",,"Pasimachus strenuus","LeConte","species",,"U",,"Banninger, M. 1950. The subtribe Pasimachina (Coleoptera, Carabidae, Scaritini). Revista de Entomologica 21:481-511.","Robert L. Davidson","Carnegie Museum of Invertebrate Zoology",,"No known compromise","N",,
"20032b20-7d84-4b1d-826f-713fe4d27801","OSBS_003.basePlot.bet","D03","OSBS","OSBS_003","2014-05-27","2014-06-09","2016-09-13","NEON.BET.D03.000346","PASSUB2","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Pasimachini","Pasimachus","Pasimachus","subsulcatus",,"Pasimachus subsulcatus","Say","species",,"U",,"Banninger, M. 1950. The subtribe Pasimachina (Coleoptera, Carabidae, Scaritini). Revista de Entomologica 21:481-511.","Robert L. Davidson","Carnegie Museum of Invertebrate Zoology",,"No known compromise","N",,
"c6a153c2-9521-4107-ae9d-c088d5952e51","OSBS_006.basePlot.bet","D03","OSBS","OSBS_006","2014-05-27","2014-06-09","2016-10-05","NEON.BET.D03.000082","HARPEN/HARTEX","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini","Harpalus","Pseudoophonus","pensylvanicus/texanus",,"Harpalus pensylvanicus/texanus",,"speciesGroup","cf. species","M",,"Ball, G. E., and J. N. Anderson. 1962. The taxonomy and speciation of Pseudophonus (a subgenus of Harpalus: Haralini: Carabidae, known to occur in North America). The Catholic University of America Press, Washington 17, D. C.","Robert L. Davidson","Carnegie Museum of Invertebrate Zoology",,"No known compromise","N",,
"2929846c-cc6f-425d-a84e-05a653d514a9","OSBS_001.basePlot.bet","D03","OSBS","OSBS_001","2014-05-27","2014-06-09","2016-09-30","NEON.BET.D03.000477","LOXCRE","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Abacetini","Loxandrus",,"crenatus",,"Loxandrus crenatus","LeConte","species",,"M",,"Allen, R. T. 1972. A revision of the genus Loxandrus Leconte (Coleoptera: Carabidae) in North America. Entomologica Americana 46:1-184.","Robert L. Davidson","Carnegie Museum of Invertebrate Zoology",,"No known compromise","N",,
"5a524e75-c3ec-4de7-af5e-43cdd02f5aa4","OSBS_003.basePlot.bet","D03","OSBS","OSBS_003","2014-06-09","2014-06-27","2016-10-03","NEON.BET.D03.000248","CYCFAB","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Cyclotrachelus","Cyclotrachelus","faber",,"Cyclotrachelus faber","Germar","species",,"F",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","Robert L. Davidson","Carnegie Museum of Invertebrate Zoology",,"No known compromise","N",,
"77f2f945-837f-4272-8647-6eae785a9e36","OSBS_003.basePlot.bet","D03","OSBS","OSBS_003","2014-06-09","2014-06-27","2016-10-03","NEON.BET.D03.000242","CYCFAB","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Cyclotrachelus","Cyclotrachelus","faber",,"Cyclotrachelus faber","Germar","species",,"F",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","Robert L. Davidson","Carnegie Museum of Invertebrate Zoology",,"No known compromise","N",,
"fad1198a-4b9a-403e-a616-4ecee4085f6f","OSBS_003.basePlot.bet","D03","OSBS","OSBS_003","2014-06-09","2014-06-27","2016-10-03","NEON.BET.D03.000247","CYCFAB","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Cyclotrachelus","Cyclotrachelus","faber",,"Cyclotrachelus faber","Germar","species",,"M",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","Robert L. Davidson","Carnegie Museum of Invertebrate Zoology",,"No known compromise","N",,
