uid,namedLocation,domainID,siteID,plotID,trapID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,eventID,daysOfTrapping,sampleCollected,sampleID,cupStatus,lidStatus,fluidLevel,samplingProtocolVersion,recordedBy,remarks
"a11936d7-4501-4f1f-905f-6c85a4fb8471","JERC_008.basePlot.bet","D03","JERC","JERC_008","E","distributed","mixedForest",31.195153,-84.450927,"WGS84",20.2,46.1,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_008.E.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"e5588217-c0bd-4769-9562-5fc35d62c33a","JERC_001.basePlot.bet","D03","JERC","JERC_001","W","distributed","deciduousForest",31.194318,-84.477078,"WGS84",20.3,37.9,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_001.W.20150423","Ok","Ok","High","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"99401354-55ec-4a3e-ada1-02d4e4b6b94f","JERC_010.basePlot.bet","D03","JERC","JERC_010","E","distributed","deciduousForest",31.208222,-84.469495,"WGS84",20.3,42.9,0.4,"2015-04-09","2015-04-23","JERC.2015.17",14,"N",,,,,"NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX","Plot was being burned and could not be accessed.|Plot was being burned, no samples were collected."
"83d033e4-27ae-418c-9106-ec8adfb1e5b6","JERC_001.basePlot.bet","D03","JERC","JERC_001","E","distributed","deciduousForest",31.194318,-84.477078,"WGS84",20.3,37.9,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_001.E.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"177fae8d-8896-41e0-a43b-99464449f7c4","JERC_006.basePlot.bet","D03","JERC","JERC_006","E","distributed","mixedForest",31.187672,-84.455851,"WGS84",20.1,41.9,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_006.E.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"25e69ff8-c15d-4100-8788-958691ac572e","JERC_005.basePlot.bet","D03","JERC","JERC_005","E","distributed","evergreenForest",31.195967,-84.451227,"WGS84",20.2,45.6,0.4,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_005.E.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"2e27c98f-565f-4f0c-9266-737a82244727","JERC_003.basePlot.bet","D03","JERC","JERC_003","E","distributed","deciduousForest",31.196150,-84.473242,"WGS84",20.1,34.2,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_003.E.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"2be783fe-091e-4f8f-8c2e-6ce0c0021a31","JERC_009.basePlot.bet","D03","JERC","JERC_009","E","distributed","evergreenForest",31.194989,-84.456904,"WGS84",20.2,48.6,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_009.E.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"279af266-d1ce-4c3e-9729-ad4d4b571bae","JERC_002.basePlot.bet","D03","JERC","JERC_002","E","distributed","evergreenForest",31.194506,-84.460063,"WGS84",20.3,48.3,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_002.E.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"68fbecf8-59cf-47a4-8173-3bf5c647e0c5","JERC_030.basePlot.bet","D03","JERC","JERC_030","E","distributed","mixedForest",31.185096,-84.476067,"WGS84",20.1,36.3,0.2,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_030.E.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"aee72112-8d0a-4a4d-8f99-70d795e2ccda","JERC_003.basePlot.bet","D03","JERC","JERC_003","N","distributed","deciduousForest",31.196150,-84.473242,"WGS84",20.1,34.2,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_003.N.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"3bbdbd1f-5c8c-4e43-bc41-f117c2822806","JERC_007.basePlot.bet","D03","JERC","JERC_007","N","distributed","evergreenForest",31.198631,-84.476311,"WGS84",20.1,36.8,0.2,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_007.N.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"d4501465-e767-4075-a3e4-f7575456bbe0","JERC_030.basePlot.bet","D03","JERC","JERC_030","N","distributed","mixedForest",31.185096,-84.476067,"WGS84",20.1,36.3,0.2,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_030.N.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"6ade412a-6d42-4dcd-97cb-87047b112631","JERC_001.basePlot.bet","D03","JERC","JERC_001","N","distributed","deciduousForest",31.194318,-84.477078,"WGS84",20.3,37.9,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_001.N.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"9b6336e3-7115-4f59-939f-eeb8d94128b1","JERC_002.basePlot.bet","D03","JERC","JERC_002","N","distributed","evergreenForest",31.194506,-84.460063,"WGS84",20.3,48.3,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_002.N.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"f806be53-446b-4828-9702-922274b0debd","JERC_008.basePlot.bet","D03","JERC","JERC_008","N","distributed","mixedForest",31.195153,-84.450927,"WGS84",20.2,46.1,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_008.N.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"628e53f7-2da2-409a-9f30-bf4ff35a789a","JERC_009.basePlot.bet","D03","JERC","JERC_009","N","distributed","evergreenForest",31.194989,-84.456904,"WGS84",20.2,48.6,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_009.N.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"519c9d43-be78-449a-ac04-251b286db48c","JERC_010.basePlot.bet","D03","JERC","JERC_010","N","distributed","deciduousForest",31.208222,-84.469495,"WGS84",20.3,42.9,0.4,"2015-04-09","2015-04-23","JERC.2015.17",14,"N",,,,,"NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX","Plot was being burned and could not be accessed.|Plot was being burned no samples collected."
"3cee8afa-ce8e-4a2f-98d5-3309fb59c53f","JERC_005.basePlot.bet","D03","JERC","JERC_005","N","distributed","evergreenForest",31.195967,-84.451227,"WGS84",20.2,45.6,0.4,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_005.N.20150423","Ok","Ok","High","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"25689ac6-b9d4-4d08-ba38-f3febb5210f3","JERC_006.basePlot.bet","D03","JERC","JERC_006","N","distributed","mixedForest",31.187672,-84.455851,"WGS84",20.1,41.9,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_006.N.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"688094b6-b700-4df5-b10b-d681ebd7234d","JERC_009.basePlot.bet","D03","JERC","JERC_009","S","distributed","evergreenForest",31.194989,-84.456904,"WGS84",20.2,48.6,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_009.S.20150423","Ok","Ok","Low","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"9a6d2d5a-46c8-4fb8-a511-812c1d6bada2","JERC_005.basePlot.bet","D03","JERC","JERC_005","S","distributed","evergreenForest",31.195967,-84.451227,"WGS84",20.2,45.6,0.4,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_005.S.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
"fb2f00e5-a7aa-4f59-ab83-3d13ab9f309a","JERC_008.basePlot.bet","D03","JERC","JERC_008","S","distributed","mixedForest",31.195153,-84.450927,"WGS84",20.2,46.1,0.3,"2015-04-09","2015-04-23","JERC.2015.17",14,"Y","JERC_008.S.20150423","Ok","Ok","Ok","NEON.DOC.014050vG","PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX",
