LATITUDE,LONGITUDE,AOU,SPECIESTOTAL
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
34.11,-104.23,3650,1
