"COUNTRYNUM","STATENUM","ROUTE","LATITUDE","LONGITUDE","YEAR","AOU","FAMILY","STOPTOTAL","SPECIESTOTAL","STARTTEMP","ENDTEMP","TEMPSCALE","STARTWIND","ENDWIND","STARTSKY","ENDSKY"
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",20,30,"C",0,3,1,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",17,28,"C",2,3,0,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",20,22,"C",3,4,2,2
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",17,26,"C",1,3,0,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",21,25,"C",2,3,1,2
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",16,21,"C",3,4,0,2
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",8,17,"C",2,3,0,1
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",19,28,"C",1,4,0,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",20,27,"C",1,2,1,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",12,24,"C",2,1,0,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",18,29,"C",2,2,0,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",18,28,"C",3,3,0,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",18,26,"C",2,2,0,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",9,16,"C",0,0,1,1
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",20,28,"C",2,2,2,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",17,24,"C",0,2,0,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",20,28,"C",0,1,0,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",17,19,"C",0,3,0,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",19,24,"C",0,3,0,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",19,24,"C",0,3,0,0
840,83,97,34.202,-102.236,2010,"03650","Tytonidae","1 ","1   ",12,16,"C",0,2,0,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",14,22,"C",1,2,1,1
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",14,24,"C",3,2,1,1
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",16,27,"C",1,2,1,1
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",14,18,"C",1,2,1,2
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",16,27,"C",0,1,0,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",14,26,"C",1,3,1,1
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",9,24,"C",1,1,0,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",11,24,"C",0,2,1,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",13,22,"C",3,3,1,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",7,25,"C",2,3,0,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",14,20,"C",2,3,1,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",10,17,"C",1,1,0,2
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",7,18,"C",2,3,0,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",10,21,"C",1,1,0,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",18,24,"C",1,3,1,1
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",8,23,"C",1,2,1,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",7,21,"C",2,3,0,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",18,22,"C",0,1,1,2
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",7,19,"C",1,2,0,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",10,19,"C",1,2,0,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",9,21,"C",0,2,0,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",14,23,"C",1,4,1,0
840,81,900,43.297,-103.169,2010,"03650","Tytonidae","1 ","1   ",18,23,"C",0,1,0,0
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",19,26,"C",0,3,1,0
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",19,23,"C",2,4,2,1
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",17,23,"C",3,4,0,0
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",18,22,"C",2,2,2,2
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",20,33,"C",2,3,0,0
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",19,23,"C",1,2,1,1
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",19,28,"C",2,3,0,0
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",15,31,"C",1,3,0,0
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",20,29,"C",1,4,0,0
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",18,33,"C",0,0,0,0
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",20,30,"C",2,3,1,1
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",18,27,"C",1,1,1,1
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",23,33,"C",0,2,0,0
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",23,29,"C",0,1,0,1
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",19,28,"C",0,1,1,0
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",19,28,"C",0,2,1,0
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",19,27,"C",1,3,0,1
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",22,24,"C",1,3,0,2
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",17,22,"C",0,3,1,2
840,83,365,33.27,-102.784,2010,"03650","Tytonidae","1 ","1   ",20,23,"C",0,1,2,2
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",5,14,"C",2,2,0,0
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",13,21,"C",0,2,0,0
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",10,24,"C",0,2,1,1
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",10,16,"C",3,2,0,2
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",-1,16,"C",0,2,0,1
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",7,20,"C",0,2,0,0
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",9,22,"C",1,2,1,1
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",16,26,"C",0,2,0,1
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",6,11,"C",1,3,1,1
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",9,16,"C",1,2,0,1
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",9,11,"C",1,2,2,1
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",9,26,"C",1,0,0,0
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",17,12,"C",1,1,1,1
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",13,18,"C",1,1,1,1
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",16,20,"C",1,0,0,0
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",11,20,"C",0,2,1,1
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",11,28,"C",0,1,0,0
840,89,65,46.467,-117.589,2010,"03650","Tytonidae","1 ","1   ",16,22,"C",0,0,0,0
