@relation Data_Picidae_2010_clustering

@attribute LATITUDE numeric
@attribute LONGITUDE numeric
@attribute AOU numeric
@attribute SPECIESTOTAL numeric

@data
34.644,-112.433,3930,6
34.644,-112.433,3960,1
34.644,-112.433,4070,40
34.644,-112.433,4130,4
35.395,-111.578,3930,7
35.395,-111.578,4070,4
35.395,-111.578,4080,1
35.395,-111.578,4130,24
34.727,-113.919,4110,12
34.727,-113.919,4140,3
33.703,-112.272,3960,1
33.703,-112.272,4110,8
32.929,-113.541,3960,6
33.656,-114.217,4110,9
33.656,-114.217,4140,6
32.034,-110.303,3960,11
32.034,-110.303,4110,8
31.387,-111.065,3960,2
31.387,-111.065,3975,2
31.387,-111.065,4070,4
31.387,-111.065,4110,2
31.387,-111.065,4130,1
36.313,-112.032,3930,2
36.313,-112.032,4022,4
36.313,-112.032,4040,1
36.313,-112.032,4130,7
31.518,-110.795,3960,5
31.518,-110.795,3975,3
31.518,-110.795,4070,13
31.518,-110.795,4110,4
33.231,-114.668,4110,5
34.357,-111.101,3930,2
34.357,-111.101,4070,20
34.357,-111.101,4130,2
33.287,-112.938,3960,2
33.287,-112.938,4110,8
33.287,-112.938,4140,1
33.818,-111.64,3960,3
33.818,-111.64,4110,19
33.818,-111.64,4140,7
34.7,-110.767,3930,4
34.7,-110.767,4070,2
34.7,-110.767,4130,1
35.163,-111.948,3930,3
35.163,-111.948,4130,13
34.773,-112.619,3960,4
34.773,-112.619,4130,4
33.334,-112.677,4110,2
32.573,-111.329,4110,45
32.573,-111.329,4140,3
31.958,-110.945,3960,6
31.958,-110.945,4110,5
31.958,-110.945,4140,2
32.401,-112.932,4110,26
32.401,-112.932,4140,22
32.855,-114.445,3960,4
32.855,-114.445,4110,6
32.543,-110.505,3960,3
32.543,-110.505,4110,19
32.543,-110.505,4140,4
31.712,-111.067,3960,7
31.712,-111.067,4110,1
31.712,-111.067,4140,1
34.838,-111.438,3930,2
34.838,-111.438,4070,1
34.838,-111.438,4130,5
33.039,-111.379,3960,4
33.039,-111.379,4110,42
33.039,-111.379,4140,22
31.646,-109.473,3960,4
32.958,-111.333,4110,9
31.759,-109.738,3960,2
31.759,-109.738,3975,2
31.759,-109.738,4070,2
33.61,-109.106,3930,1
33.61,-109.106,4070,1
33.61,-109.106,4130,12
32.466,-112.87,3960,2
32.466,-112.87,4110,26
32.466,-112.87,4140,4
33.566,-110.946,3930,3
33.566,-110.946,3960,8
33.566,-110.946,4070,2
33.566,-110.946,4110,11
33.566,-110.946,4130,4
33.566,-110.946,4140,13
33.168,-91.332,3940,4
33.168,-91.332,4050,2
33.168,-91.332,4060,1
33.168,-91.332,4090,11
33.663,-93.669,4050,1
33.663,-93.669,4090,2
33.663,-93.669,4120,1
33.697,-94.123,3940,2
33.697,-94.123,4090,10
34.927,-90.507,3940,3
34.927,-90.507,4050,4
34.927,-90.507,4060,10
34.927,-90.507,4090,12
34.927,-90.507,4120,1
33.591,-92.697,3940,3
33.591,-92.697,4050,2
33.591,-92.697,4060,1
33.591,-92.697,4090,10
33.591,-92.697,4120,1
33.376,-93.471,3940,5
33.376,-93.471,4050,2
33.376,-93.471,4060,4
33.376,-93.471,4090,13
33.376,-93.471,4120,1
34.034,-93.251,3940,4
34.034,-93.251,4050,7
34.034,-93.251,4060,5
34.97,-94.044,3930,1
34.97,-94.044,3940,4
34.97,-94.044,4050,1
34.97,-94.044,4090,1
34.97,-94.044,4120,1
35.485,-90.681,3940,2
35.485,-90.681,4060,1
35.485,-90.681,4090,3
34.049,-91.5,3940,5
34.049,-91.5,4050,1
34.049,-91.5,4060,6
34.049,-91.5,4090,32
35.57,-92.196,3930,1
35.57,-92.196,4060,1
35.57,-92.196,4090,2
35.57,-92.196,4120,1
35.426,-93.664,3940,3
35.426,-93.664,4050,3
35.426,-93.664,4060,1
35.426,-93.664,4090,11
35.633,-92.718,3930,1
35.633,-92.718,3940,2
35.633,-92.718,4050,8
35.633,-92.718,4090,3
35.911,-91.343,3940,4
35.911,-91.343,4050,3
35.911,-91.343,4090,28
36.406,-92.115,3940,4
36.406,-92.115,4050,1
36.406,-92.115,4060,2
36.406,-92.115,4090,12
36.406,-92.115,4120,3
36.099,-91.735,3930,1
36.099,-91.735,3940,2
36.099,-91.735,4050,2
36.099,-91.735,4090,5
36.121,-93.28,3930,1
36.121,-93.28,3940,1
36.121,-93.28,4050,6
36.121,-93.28,4090,9
36.444,-90.924,3940,1
36.444,-90.924,4090,4
35.781,-93.07,3940,1
35.781,-93.07,4050,1
35.781,-93.07,4090,5
35.315,-91.358,3940,2
35.315,-91.358,4060,1
35.315,-91.358,4090,9
35.16,-93.425,3930,1
35.16,-93.425,3940,1
35.16,-93.425,4050,11
35.16,-93.425,4090,2
35.16,-93.425,4120,1
34.702,-92.801,3940,4
34.702,-92.801,4050,3
34.702,-92.801,4090,8
35.644,-93.295,3930,2
35.644,-93.295,3940,2
35.644,-93.295,4050,6
35.644,-93.295,4090,3
35.518,-90.287,3940,4
35.518,-90.287,4090,7
34.701,-91.708,3940,2
34.701,-91.708,4090,1
34.35,-92.633,3940,6
34.35,-92.633,4050,1
34.35,-92.633,4060,2
34.35,-92.633,4090,13
34.35,-92.633,4120,1
34.138,-91.574,3930,1
34.138,-91.574,3940,5
34.138,-91.574,4050,1
34.138,-91.574,4060,3
34.138,-91.574,4090,19
36.405,-94.11,3940,2
36.405,-94.11,4090,1
33.783,-94.007,3940,2
33.783,-94.007,4050,1
33.783,-94.007,4090,18
36.33,-94.303,3940,2
36.33,-94.303,4060,6
36.33,-94.303,4090,24
36.33,-94.303,4120,3
36.394,-93.472,3940,7
36.394,-93.472,4050,1
36.394,-93.472,4090,8
33.939,-92.589,4050,3
33.939,-92.589,4060,1
33.939,-92.589,4090,2
33.026,-93.494,3930,1
33.026,-93.494,3940,3
33.026,-93.494,4050,3
33.026,-93.494,4060,2
33.026,-93.494,4090,4
35.075,-93.682,3930,1
35.075,-93.682,3940,3
35.075,-93.682,4050,6
35.075,-93.682,4060,1
35.075,-93.682,4090,9
35.075,-93.682,4120,1
33.026,-93.494,4120,3
33.455,-92.967,3940,2
33.455,-92.967,4060,6
33.455,-92.967,4090,6
36.211,-92.751,3930,1
36.211,-92.751,4050,1
36.211,-92.751,4090,3
36.314,-91.229,3930,1
36.314,-91.229,3940,5
36.314,-91.229,4050,3
36.314,-91.229,4090,11
36.314,-91.229,4120,2
34.659,-93.689,3930,2
34.659,-93.689,3940,6
34.659,-93.689,4050,7
34.659,-93.689,4090,3
34.659,-93.689,4120,1
33.797,-91.221,4050,1
33.797,-91.221,4090,16
35.901,-90,4090,2
35.397,-90.967,3940,2
35.397,-90.967,4060,1
35.397,-90.967,4090,2
34.559,-92.002,3930,1
34.559,-92.002,3940,4
34.559,-92.002,4090,13
35.374,-91.658,3940,4
35.374,-91.658,4050,1
35.374,-91.658,4090,8
49.153,-120.597,3930,1
49.153,-120.597,4130,4
49.777,-118.14,3930,2
49.777,-118.14,4021,1
49.777,-118.14,4050,3
49.777,-118.14,4130,3
49.147,-117.257,3930,1
49.147,-117.257,4021,5
49.147,-117.257,4130,7
48.785,-123.599,3930,2
48.785,-123.599,4030,5
48.785,-123.599,4050,1
48.785,-123.599,4130,5
49.462,-115.516,3930,4
49.462,-115.516,4021,5
49.462,-115.516,4050,5
49.462,-115.516,4080,2
49.462,-115.516,4130,5
49.3,-116.661,4050,1
49.3,-116.661,4130,2
35.692,-93.821,3930,1
35.692,-93.821,3940,1
35.692,-93.821,4050,8
35.692,-93.821,4060,1
35.692,-93.821,4090,7
50.441,-118.743,3930,1
50.441,-118.743,4021,5
50.441,-118.743,4050,4
50.441,-118.743,4130,7
50.674,-119.321,3940,1
50.674,-119.321,4021,1
50.674,-119.321,4050,1
50.674,-119.321,4130,4
51.387,-120.71,3930,8
51.387,-120.71,4021,4
51.387,-120.71,4050,1
51.387,-120.71,4130,2
51.413,-121.979,3930,2
51.413,-121.979,4021,4
51.413,-121.979,4130,8
52.15,-122.068,3930,1
52.15,-122.068,4021,5
52.15,-122.068,4050,1
52.15,-122.068,4130,10
51.322,-116.987,3930,2
51.322,-116.987,4021,2
51.322,-116.987,4050,7
51.322,-116.987,4130,5
51.037,-119.391,4021,5
51.037,-119.391,4130,3
50.704,-127.877,3930,1
50.704,-127.877,4030,2
50.79,-122.224,4021,1
55.158,-127.886,3930,3
55.158,-127.886,3940,1
55.158,-127.886,4010,1
55.158,-127.886,4020,1
55.158,-127.886,4030,12
55.158,-127.886,4050,1
55.158,-127.886,4130,1
54.372,-128.582,3930,1
54.372,-128.582,4030,2
54.372,-128.582,4130,3
55.451,-123.208,4010,7
55.451,-123.208,4020,2
55.451,-123.208,4022,4
55.451,-123.208,4123,1
54.361,-126.793,3920,1
54.361,-126.793,4030,3
54.361,-126.793,4130,4
55.454,-120.158,4020,13
55.454,-120.158,4120,12
54.333,-129.296,3930,1
54.988,-123.034,3920,2
54.988,-123.034,3930,2
54.988,-123.034,4010,1
54.988,-123.034,4022,3
54.988,-123.034,4123,6
53.084,-119.671,3930,2
53.084,-119.671,4021,2
53.084,-119.671,4050,1
53.279,-120.079,4050,2
53.279,-120.079,4123,4
53.598,-124.901,3920,7
53.598,-124.901,3930,2
53.598,-124.901,4020,1
53.598,-124.901,4030,2
53.598,-124.901,4123,4
52.51,-125.407,3930,4
52.51,-125.407,4000,6
52.51,-125.407,4010,1
52.51,-125.407,4022,2
52.51,-125.407,4050,2
52.51,-125.407,4123,1
49.648,-115.65,3930,2
49.648,-115.65,4021,1
49.648,-115.65,4050,1
49.648,-115.65,4130,21
60.002,-134.66,4123,1
54.031,-132.057,3930,2
54.031,-132.057,4030,25
54.031,-132.057,4130,2
56.105,-129.284,4030,4
56.105,-129.284,4123,1
56.105,-129.284,4130,1
50.026,-125.241,3930,3
54.087,-124.832,3920,3
54.087,-124.832,3930,1
54.087,-124.832,4030,3
54.087,-124.832,4050,2
54.087,-124.832,4123,4
60,-133.795,4010,1
60,-133.795,4020,5
60,-133.795,4120,2
56.03,-121.908,4020,8
56.03,-121.908,4120,12
50.266,-119.087,3930,1
50.266,-119.087,4021,3
50.266,-119.087,4050,1
50.266,-119.087,4130,14
50.881,-121.829,4021,6
50.881,-121.829,4130,2
49.263,-123.258,4130,1
49.598,-119.73,3930,2
49.598,-119.73,4010,2
49.598,-119.73,4130,13
49.042,-118.475,3930,3
49.042,-118.475,4021,3
49.042,-118.475,4050,1
49.042,-118.475,4130,5
52.257,-125.089,4010,3
52.257,-125.089,4030,1
52.257,-125.089,4050,3
52.257,-125.089,4123,4
53.654,-122.961,3920,3
53.654,-122.961,3930,5
53.654,-122.961,3940,2
53.654,-122.961,4030,7
53.654,-122.961,4050,1
53.654,-122.961,4130,8
53.942,-122.816,4050,1
53.942,-122.816,4130,4
52.473,-121.385,4021,2
52.473,-121.385,4050,1
52.473,-121.385,4130,2
51.979,-121.465,3930,3
51.979,-121.465,4021,15
51.979,-121.465,4050,1
51.979,-121.465,4130,17
50.144,-122.958,3930,2
51.317,-120.15,3930,3
51.317,-120.15,4021,10
51.317,-120.15,4050,2
51.317,-120.15,4130,18
51.956,-122.409,3930,5
51.956,-122.409,3940,1
51.956,-122.409,4010,1
51.956,-122.409,4021,4
51.956,-122.409,4130,7
51.416,-119.435,3930,2
51.416,-119.435,4021,13
51.416,-119.435,4050,1
51.416,-119.435,4130,3
49.107,-119.28,3930,2
49.107,-119.28,4021,4
49.107,-119.28,4050,1
49.107,-119.28,4130,6
49.026,-121.388,4030,4
49.026,-121.388,4130,1
49.184,-122.535,3940,1
49.184,-122.535,4130,3
49.71,-118.777,4021,5
49.71,-118.777,4130,2
48.823,-124.058,3930,5
48.823,-124.058,4030,7
48.823,-124.058,4050,1
48.823,-124.058,4130,9
49.783,-124.179,3930,3
49.783,-124.179,3940,1
49.783,-124.179,4030,1
49.783,-124.179,4130,4
48.749,-123.548,3930,1
48.749,-123.548,3940,3
48.749,-123.548,4030,1
48.749,-123.548,4050,4
48.749,-123.548,4130,9
53.208,-131.793,3930,2
53.208,-131.793,4030,38
59.964,-129.069,4020,3
59.964,-129.069,4120,2
55.002,-127.319,3930,1
55.002,-127.319,4010,1
55.002,-127.319,4030,8
55.002,-127.319,4130,5
49.039,-120.39,3930,3
49.039,-120.39,3940,1
49.039,-120.39,4021,1
49.039,-120.39,4130,1
49.642,-125.098,3930,1
49.642,-125.098,4030,4
49.642,-125.098,4130,1
49.401,-120.224,4021,2
49.401,-120.224,4050,1
49.401,-120.224,4130,11
49.257,-119.526,3930,10
49.257,-119.526,4021,2
49.257,-119.526,4050,8
49.257,-119.526,4130,12
53.734,-121.743,3920,5
53.734,-121.743,4022,9
53.734,-121.743,4030,3
50.432,-122.256,4030,1
50.432,-122.256,4050,1
50.432,-122.256,4130,1
49.687,-123.178,3930,2
49.687,-123.178,3940,1
49.687,-123.178,4030,3
49.687,-123.178,4130,2
49.194,-124.099,4050,1
49.194,-124.099,4130,5
50.816,-119.086,3930,1
50.816,-119.086,3940,1
50.816,-119.086,4021,2
50.816,-119.086,4050,1
50.816,-119.086,4130,3
50.212,-118.772,4021,11
50.212,-118.772,4050,1
50.212,-118.772,4130,9
50.789,-121.612,3940,1
50.789,-121.612,4021,1
50.789,-121.612,4050,2
50.789,-121.612,4130,2
41.822,-123.005,3930,5
41.822,-123.005,4070,2
41.822,-123.005,4130,11
50.575,-120.089,3940,1
50.575,-120.089,4021,5
50.575,-120.089,4130,6
49.72,-120.149,3930,3
49.72,-120.149,4021,2
49.72,-120.149,4130,10
50.242,-121.582,3920,2
50.242,-121.582,3930,1
50.242,-121.582,4021,1
50.242,-121.582,4022,3
49.371,-117.943,3930,1
49.371,-117.943,4021,3
49.371,-117.943,4130,14
50.134,-120.95,3930,1
50.134,-120.95,4130,3
39.523,-122.941,4070,6
39.523,-122.941,4130,7
40.415,-123.962,3920,2
40.415,-123.962,3930,3
40.415,-123.962,4070,1
40.415,-123.962,4130,2
40.352,-122.306,3940,1
40.352,-122.306,3970,10
40.352,-122.306,4070,38
40.352,-122.306,4130,4
40.243,-124.123,4070,1
40.243,-124.123,4130,2
37.595,-120.861,3940,2
37.595,-120.861,3970,9
37.595,-120.861,4070,2
37.595,-120.861,4130,2
38.343,-119.836,3930,1
38.343,-119.836,4030,2
38.343,-119.836,4130,1
39.124,-120.76,3930,4
39.124,-120.76,3990,5
39.124,-120.76,4030,1
39.124,-120.76,4050,1
