@relation Data_Picidae_2010_clustering

@attribute LATITUDE numeric
@attribute LONGITUDE numeric
@attribute AOU numeric
@attribute SPECIESTOTAL numeric

@data
32.649,-81.693,4050,4
32.649,-81.693,4060,4
32.649,-81.693,4090,16
32.108,-82.371,3940,1
32.108,-82.371,4050,1
32.108,-82.371,4060,1
32.108,-82.371,4090,10
32.108,-82.371,4120,1
32.89,-82.367,3940,6
32.89,-82.367,4050,3
32.89,-82.367,4060,1
32.89,-82.367,4090,17
32.89,-82.367,4120,2
31.914,-83.553,3940,3
31.914,-83.553,4050,2
31.914,-83.553,4060,2
31.914,-83.553,4090,16
33.105,-83.812,4050,2
33.105,-83.812,4060,5
33.105,-83.812,4090,8
42.644,-116.994,4130,16
43.414,-115.361,3930,1
43.414,-115.361,4080,1
43.414,-115.361,4130,4
42.002,-111.954,4130,1
43.158,-116.509,4080,3
43.158,-116.509,4130,2
42.961,-111.719,4021,1
42.961,-111.719,4130,2
45.39,-116.034,4050,1
45.39,-116.034,4130,2
46.447,-116.839,4130,3
45.078,-114.012,3930,1
45.078,-114.012,4130,2
44.233,-113.37,4130,1
47.25,-116.023,4130,1
44.96,-115.493,4000,1
44.96,-115.493,4130,1
42.21,-113.84,4021,1
42.21,-113.84,4130,1
45.342,-115.948,4000,2
45.342,-115.948,4030,1
44.271,-114.734,4130,2
42.813,-116.639,3940,2
42.813,-116.639,4080,1
42.813,-116.639,4130,2
42.331,-114.279,3930,2
42.331,-114.279,4021,11
42.331,-114.279,4080,4
42.331,-114.279,4130,6
45.034,-113.562,4080,3
45.034,-113.562,4130,3
43.534,-111.701,3940,2
44.457,-115.098,3930,1
44.457,-115.098,4021,4
44.457,-115.098,4130,1
44.613,-114.174,4130,1
42.855,-112.519,4021,1
43.911,-114.876,4021,1
43.911,-114.876,4022,2
43.911,-114.876,4130,2
43.462,-113.563,4130,1
48.48,-116.849,4021,3
48.48,-116.849,4050,1
48.48,-116.849,4130,7
43.726,-115.951,4021,1
43.726,-115.951,4130,1
43.11,-112.732,4130,1
44.414,-116.032,3930,1
44.414,-116.032,4021,4
44.414,-116.032,4050,1
44.414,-116.032,4130,7
40.804,-91.057,4120,3
40.931,-89.794,3930,1
40.931,-89.794,3940,2
40.931,-89.794,4090,8
40.931,-89.794,4120,1
41.934,-88.188,3940,5
41.934,-88.188,4090,2
41.934,-88.188,4120,3
40.214,-91.183,4090,2
40.214,-91.183,4120,1
40.081,-90.001,4060,3
40.081,-90.001,4090,2
40.081,-90.001,4120,1
40.605,-89.318,3940,1
40.605,-89.318,4090,3
40.605,-89.318,4120,2
40.651,-90.981,4060,5
40.651,-90.981,4090,5
40.651,-90.981,4120,2
41.219,-87.582,3940,3
40.917,-90.033,4090,2
41.531,-88.574,3940,1
41.531,-88.574,4060,3
41.531,-88.574,4090,3
41.531,-88.574,4120,1
41.219,-87.582,4060,1
41.219,-87.582,4090,2
40.804,-91.057,3940,1
40.804,-91.057,4060,1
40.804,-91.057,4090,10
40.6,-89.666,3940,2
40.6,-89.666,4090,10
40.6,-89.666,4120,4
42.071,-89.076,3940,2
42.071,-89.076,4060,1
42.071,-89.076,4090,3
42.071,-89.076,4120,1
41.65,-89.018,4120,1
41.35,-89.77,3940,4
41.35,-89.77,4060,2
41.35,-89.77,4090,11
42.21,-90.06,3940,1
42.21,-90.06,4060,1
42.21,-90.06,4090,11
42.21,-90.06,4120,3
47.884,-116.132,4021,1
47.884,-116.132,4130,2
41.485,-90.217,3930,1
41.485,-90.217,3940,7
41.485,-90.217,4060,1
41.485,-90.217,4090,1
41.485,-90.217,4120,1
41.185,-89.457,3940,1
41.185,-89.457,4060,1
41.185,-89.457,4090,13
42.159,-89.332,3940,1
42.159,-89.332,4060,3
42.159,-89.332,4090,9
42.159,-89.332,4120,6
41.083,-88.833,4090,1
47.547,-116.331,3930,1
39.315,-88.195,3940,5
39.315,-88.195,4060,7
39.315,-88.195,4090,12
39.315,-88.195,4120,1
38.526,-89.819,3940,11
38.526,-89.819,4050,4
38.526,-89.819,4060,5
38.526,-89.819,4090,20
39.615,-88.387,3940,2
39.615,-88.387,4060,1
39.615,-88.387,4090,1
39.615,-88.387,4120,1
38.248,-88.234,3930,1
38.248,-88.234,3940,3
38.248,-88.234,4050,3
38.248,-88.234,4060,3
38.248,-88.234,4090,10
38.248,-88.234,4120,1
38.698,-89.536,3940,3
38.698,-89.536,4060,2
38.698,-89.536,4090,7
38.698,-89.536,4120,1
38.44,-88.97,3940,2
38.44,-88.97,4090,11
38.44,-88.97,4120,2
38.385,-90.259,3940,3
38.385,-90.259,4060,4
38.385,-90.259,4090,21
38.385,-90.259,4120,2
38.67,-89.66,3930,1
38.67,-89.66,3940,6
38.67,-89.66,4050,1
38.67,-89.66,4090,13
38.707,-88.168,3940,4
38.707,-88.168,4050,1
38.707,-88.168,4060,1
38.707,-88.168,4120,6
38.677,-88.429,3940,3
38.677,-88.429,4060,2
38.677,-88.429,4090,3
38.677,-88.429,4120,3
38.351,-89.294,4060,1
38.351,-89.294,4090,2
40.714,-88.564,4120,1
39.48,-89.269,4060,3
39.48,-89.269,4090,3
39.48,-89.269,4120,3
40.079,-88.558,3940,1
40.079,-88.558,4090,1
39.8,-90.411,3940,4
39.8,-90.411,4050,2
39.8,-90.411,4060,4
39.8,-90.411,4090,14
39.8,-90.411,4120,2
40.899,-88.675,4060,1
40.899,-88.675,4090,2
39.4,-89.205,4090,3
40.646,-87.725,4090,2
40.646,-87.725,4120,1
39.895,-88.104,3940,1
39.895,-88.104,4120,2
39.554,-89.452,3940,1
39.554,-89.452,4090,5
39.554,-89.452,4120,2
38.039,-88.208,3940,1
38.039,-88.208,4060,2
38.039,-88.208,4090,11
38.039,-88.208,4120,1
40.282,-88.746,3940,2
40.282,-88.746,4090,3
39.106,-88.025,3940,3
39.106,-88.025,4050,1
39.106,-88.025,4060,1
39.106,-88.025,4090,7
39.106,-88.025,4120,1
39.926,-91.313,3930,1
39.926,-91.313,3940,1
39.926,-91.313,4060,1
39.926,-91.313,4090,2
42.399,-88.915,4090,2
42.399,-88.915,4120,3
42.462,-89.382,3940,2
42.462,-89.382,4060,2
42.462,-89.382,4090,8
42.462,-89.382,4120,4
40.305,-90.136,3940,1
40.305,-90.136,4060,1
40.305,-90.136,4090,6
38.32,-89.704,4060,1
38.32,-89.704,4090,7
42.14,-89.765,3940,1
42.14,-89.765,4090,5
42.14,-89.765,4120,3
39.399,-89.831,3940,1
39.399,-89.831,4060,3
39.399,-89.831,4090,2
39.399,-89.831,4120,1
41.597,-88.436,3940,1
41.597,-88.436,4090,1
41.597,-88.436,4120,2
40.057,-91.127,4050,1
40.057,-91.127,4060,1
40.057,-91.127,4090,6
37.467,-88.164,4050,5
37.467,-88.164,4060,1
37.467,-88.164,4090,12
37.467,-88.164,4120,1
42.397,-90.281,3940,7
42.397,-90.281,4060,1
42.397,-90.281,4090,14
40.018,-90.932,4060,4
40.018,-90.932,4090,8
40.018,-90.932,4120,2
39.289,-90.551,3940,2
39.289,-90.551,4060,5
39.289,-90.551,4090,21
39.289,-90.551,4120,2
39.147,-87.669,3940,3
39.147,-87.669,4060,1
39.147,-87.669,4090,8
39.147,-87.669,4120,1
41.085,-90.901,4090,1
41.085,-90.901,4120,1
37.073,-88.519,4050,7
37.073,-88.519,4090,17
41.341,-90.531,4060,4
41.341,-90.531,4090,3
41.341,-90.531,4120,1
41.311,-88.59,3940,1
41.311,-88.59,4060,1
41.311,-88.59,4090,1
37.203,-89.274,3940,5
37.203,-89.274,4050,4
37.203,-89.274,4060,2
37.203,-89.274,4090,14
38.835,-87.745,3940,4
38.835,-87.745,4060,2
38.835,-87.745,4090,9
38.835,-87.745,4120,1
37.971,-89.748,3940,4
37.971,-89.748,4050,2
37.971,-89.748,4090,17
37.971,-89.748,4120,4
37.6,-88.506,3940,7
37.6,-88.506,4090,10
37.6,-88.506,4120,1
37.233,-89.235,3930,1
37.233,-89.235,3940,1
37.233,-89.235,4050,2
37.233,-89.235,4060,2
37.233,-89.235,4090,16
37.32,-88.944,4050,1
37.32,-88.944,4090,16
40.708,-86.814,3930,1
40.708,-86.814,3940,5
40.708,-86.814,4050,1
40.708,-86.814,4060,1
40.708,-86.814,4090,10
40.708,-86.814,4120,2
40.703,-84.853,3940,5
40.703,-84.853,4090,1
39.264,-86.703,3930,2
39.264,-86.703,3940,2
39.264,-86.703,4050,4
39.264,-86.703,4060,4
39.264,-86.703,4090,17
39.264,-86.703,4120,2
40.033,-85.545,3940,2
39.332,-87.374,3930,1
39.332,-87.374,3940,4
39.332,-87.374,4050,3
39.332,-87.374,4060,2
39.332,-87.374,4090,24
40.584,-86.184,3940,3
40.584,-86.184,4060,3
40.584,-86.184,4090,10
40.584,-86.184,4120,3
40.15,-86.696,3940,1
40.15,-86.696,4060,3
40.15,-86.696,4090,10
40.15,-86.696,4120,1
39.533,-87.144,3940,4
39.533,-87.144,4050,1
39.533,-87.144,4060,1
39.533,-87.144,4090,10
39.533,-87.144,4120,7
39.079,-86.343,3930,2
39.079,-86.343,3940,3
39.079,-86.343,4050,4
39.079,-86.343,4090,5
39.079,-86.343,4120,1
40.853,-85.904,3940,6
40.853,-85.904,4060,1
40.853,-85.904,4090,14
40.853,-85.904,4120,6
41.33,-87.2,3930,1
41.33,-87.2,4060,5
41.33,-87.2,4090,15
41.33,-87.2,4120,3
41.726,-85.676,3940,2
41.726,-85.676,4060,1
41.726,-85.676,4090,5
39.961,-91.301,3930,1
39.961,-91.301,3940,5
39.961,-91.301,4060,1
39.961,-91.301,4090,9
39.961,-91.301,4120,4
38.843,-89.39,3930,2
38.843,-89.39,3940,6
38.843,-89.39,4060,2
38.843,-89.39,4090,21
38.843,-89.39,4120,3
37.862,-89.078,3940,3
37.862,-89.078,4060,3
37.862,-89.078,4090,21
41.602,-84.939,3940,1
41.602,-84.939,4060,2
41.602,-84.939,4090,2
41.602,-84.939,4120,4
40.754,-88.872,4090,8
39.955,-89.751,3940,2
39.955,-89.751,4090,17
39.955,-89.751,4120,2
39.953,-88.669,3940,1
39.953,-88.669,4090,2
39.953,-88.669,4120,1
41.025,-86.281,4060,3
41.025,-86.281,4090,6
41.025,-86.281,4120,4
41.274,-86.621,4090,2
39.401,-87.706,3940,2
39.401,-87.706,4060,3
39.401,-87.706,4090,8
39.401,-87.706,4120,1
40.081,-87.54,3940,1
40.081,-87.54,4060,1
40.081,-87.54,4090,5
40.081,-87.54,4120,4
39.817,-90.406,3940,4
39.817,-90.406,4090,11
39.817,-90.406,4120,5
37.295,-88.947,3940,1
37.295,-88.947,4090,3
37.295,-88.947,4120,2
40.679,-87.363,3930,1
40.679,-87.363,4060,2
40.679,-87.363,4090,2
40.408,-87.036,4050,1
40.408,-87.036,4090,3
40.408,-87.036,4120,3
38.498,-88.88,3940,2
38.498,-88.88,4060,1
38.498,-88.88,4090,6
38.498,-88.88,4120,1
41.751,-85.477,3940,2
41.751,-85.477,4060,1
41.751,-85.477,4090,5
41.751,-85.477,4120,2
40.77,-91.68,3940,2
40.77,-91.68,4060,2
40.77,-91.68,4090,11
40.77,-91.68,4120,3
41.705,-86.933,3930,1
41.705,-86.933,3940,3
41.705,-86.933,4050,1
41.705,-86.933,4090,4
41.705,-86.933,4120,1
41.536,-87.197,3940,2
41.536,-87.197,4090,12
41.536,-87.197,4120,1
38.951,-85.162,3930,2
38.951,-85.162,3940,2
38.951,-85.162,4050,4
38.951,-85.162,4060,3
38.951,-85.162,4090,5
38.951,-85.162,4120,2
40.653,-92.886,3940,1
40.653,-92.886,4060,2
40.653,-92.886,4090,3
40.653,-92.886,4120,8
41.637,-86.366,4090,7
41.637,-86.366,4120,2
40.81,-84.956,3940,2
40.81,-84.956,4090,2
40.81,-84.956,4120,1
40.571,-94.643,4060,3
40.571,-94.643,4090,3
40.218,-86.056,4090,4
40.97,-87.075,3940,2
40.97,-87.075,4090,5
40.97,-87.075,4120,2
40.889,-93.172,3940,1
40.889,-93.172,4090,4
40.889,-93.172,4120,4
38.767,-86.548,3930,1
38.767,-86.548,3940,2
38.767,-86.548,4050,6
38.767,-86.548,4060,4
38.767,-86.548,4090,13
38.767,-86.548,4120,2
41.047,-87.451,4060,10
41.047,-87.451,4090,2
41.047,-87.451,4120,5
37.991,-87.441,4090,11
37.991,-87.441,4120,1
41.101,-85.835,3940,2
41.101,-85.835,4050,1
41.101,-85.835,4090,10
41.101,-85.835,4120,4
40.135,-85.357,3940,2
40.135,-85.357,4060,1
40.135,-85.357,4090,5
40.135,-85.357,4120,1
37.914,-87.63,3940,5
37.914,-87.63,4060,1
37.914,-87.63,4090,14
39.125,-87.054,3940,1
39.125,-87.054,4090,6
40.199,-86.45,4090,7
40.199,-86.45,4120,2
39.982,-87.356,3940,5
39.982,-87.356,4050,2
39.982,-87.356,4060,2
39.982,-87.356,4090,14
39.982,-87.356,4120,2
38.663,-85.941,3930,2
38.663,-85.941,3940,9
38.663,-85.941,4050,1
38.663,-85.941,4060,4
38.663,-85.941,4090,13
38.663,-85.941,4120,4
40.264,-89.13,4090,1
39.562,-85.776,3940,5
39.562,-85.776,4060,3
39.562,-85.776,4090,3
39.562,-85.776,4120,4
38.098,-87.392,3940,1
38.098,-87.392,4090,15
38.098,-87.392,4120,2
39.685,-85.469,3940,3
39.685,-85.469,4050,1
39.685,-85.469,4090,16
39.685,-85.469,4120,2
38.774,-86.765,3940,2
38.774,-86.765,4050,7
38.774,-86.765,4060,3
38.774,-86.765,4090,18
38.774,-86.765,4120,3
39.494,-84.976,3940,2
39.494,-84.976,4060,1
39.494,-84.976,4090,2
39.494,-84.976,4120,2
39.468,-85.442,3940,1
39.468,-85.442,4060,5
39.468,-85.442,4090,4
39.468,-85.442,4120,6
38.919,-86.193,3940,5
38.919,-86.193,4050,5
38.919,-86.193,4060,1
38.919,-86.193,4090,14
38.919,-86.193,4120,1
38.684,-87.129,3940,1
38.684,-87.129,4050,1
38.684,-87.129,4060,2
38.684,-87.129,4090,4
38.684,-87.129,4120,1
38.267,-86.146,3940,1
38.267,-86.146,4050,1
38.267,-86.146,4060,1
38.267,-86.146,4090,6
38.267,-86.146,4120,2
37.849,-95.501,3940,1
37.849,-95.501,4050,1
37.849,-95.501,4090,10
37.849,-95.501,4120,4
43.086,-91.877,4060,1
43.086,-91.877,4090,4
43.086,-91.877,4120,1
43.041,-95.584,4060,2
43.041,-95.584,4120,2
43.239,-94.01,4060,1
43.239,-94.01,4090,1
43.239,-94.01,4120,2
40.624,-95.126,4060,12
42.166,-93.347,4090,1
42.166,-93.347,4120,1
42.533,-95.879,4060,6
42.533,-95.879,4090,1
42.533,-95.879,4120,5
42.602,-94.295,3940,1
42.602,-94.295,4120,2
42.648,-95.721,3940,1
42.648,-95.721,4060,7
42.648,-95.721,4090,8
42.648,-95.721,4120,1
37.515,-95.325,4090,12
37.515,-95.325,4120,1
37.032,-94.995,4090,14
42.49,-96.374,4120,3
41.729,-91.251,4060,1
42.044,-90.607,3940,1
42.044,-90.607,4060,1
42.044,-90.607,4090,1
42.044,-90.607,4120,3
41.819,-92.357,3940,1
41.819,-92.357,4060,4
41.819,-92.357,4090,9
41.819,-92.357,4120,4
41.975,-90.296,3940,1
41.975,-90.296,4090,1
41.569,-91.27,3940,2
41.569,-91.27,4060,1
41.569,-91.27,4090,3
41.569,-91.27,4120,2
41.674,-92.26,3940,1
41.674,-92.26,4090,1
41.674,-92.26,4120,1
41.402,-93.104,3940,7
41.402,-93.104,4060,5
41.402,-93.104,4090,10
41.402,-93.104,4120,3
41.659,-94.144,3930,1
41.659,-94.144,4060,2
41.659,-94.144,4090,3
41.448,-95.727,3940,1
41.448,-95.727,4060,1
41.448,-95.727,4120,2
41.718,-94.086,4060,1
41.718,-94.086,4090,2
39.081,-95.567,3940,2
39.081,-95.567,4090,28
38.464,-98.978,3940,1
38.464,-98.978,4060,10
38.464,-98.978,4120,8
39.769,-96.027,3930,1
39.769,-96.027,3940,1
39.769,-96.027,4060,6
39.769,-96.027,4090,15
39.769,-96.027,4120,5
38.552,-98.035,3930,2
38.552,-98.035,3940,6
38.552,-98.035,4060,28
38.552,-98.035,4090,22
38.552,-98.035,4120,5
39.252,-95.535,3940,3
39.252,-95.535,4090,8
39.937,-97.012,3940,2
39.937,-97.012,4060,6
39.937,-97.012,4090,9
39.937,-97.012,4120,9
39.061,-97.111,3940,1
39.061,-97.111,4060,4
39.061,-97.111,4090,10
39.583,-100.33,4060,1
39.583,-100.33,4090,1
39.583,-100.33,4120,2
39.9,-96.871,4060,3
39.9,-96.871,4090,6
39.9,-96.871,4120,2
39.19,-97.612,3940,1
39.19,-97.612,4060,1
39.19,-97.612,4090,4
39.19,-97.612,4120,6
37.165,-99.272,3940,1
37.165,-99.272,4060,4
37.165,-99.272,4090,1
37.165,-99.272,4120,5
37.133,-99.741,4060,1
37.133,-99.741,4090,2
37.133,-99.741,4120,4
37.985,-96.394,4060,2
37.985,-96.394,4090,9
37.985,-96.394,4120,1
38.362,-96.561,4060,2
38.362,-96.561,4090,3
38.362,-96.561,4120,2
38.535,-95.858,3940,1
38.535,-95.858,4060,6
38.535,-95.858,4090,5
38.535,-95.858,4120,2
37.319,-97.349,3940,8
37.319,-97.349,4060,2
37.319,-97.349,4090,10
37.232,-97.258,3940,1
37.232,-97.258,4090,3
38.972,-95.91,3940,2
38.972,-95.91,4050,1
38.972,-95.91,4090,14
37.959,-101.432,4060,2
38.994,-96.9,3940,4
38.994,-96.9,4060,1
38.994,-96.9,4090,14
37.927,-98.83,4090,1
36.701,-85.27,3930,4
36.701,-85.27,3940,2
36.701,-85.27,4050,6
36.701,-85.27,4090,19
36.701,-85.27,4120,2
36.907,-88.862,3940,1
36.907,-88.862,4090,12
36.793,-87.961,3940,4
36.793,-87.961,4050,3
36.793,-87.961,4060,3
36.793,-87.961,4090,15
36.793,-87.961,4120,1
36.819,-85.717,3930,1
36.819,-85.717,3940,3
36.819,-85.717,4060,1
36.819,-85.717,4090,22
36.819,-85.717,4120,3
36.664,-87.009,3930,1
36.664,-87.009,3940,1
36.664,-87.009,4060,2
36.664,-87.009,4090,10
36.617,-84.993,3940,6
36.617,-84.993,4050,1
36.617,-84.993,4060,1
36.617,-84.993,4090,19
36.617,-84.993,4120,1
36.821,-84.834,3940,6
36.821,-84.834,4090,9
36.821,-84.834,4120,1
36.69,-88.181,3940,2
36.69,-88.181,4060,2
36.69,-88.181,4090,13
36.991,-86.631,3940,1
36.991,-86.631,4090,3
36.991,-86.631,4120,1
36.608,-83.702,3930,4
36.608,-83.702,3940,8
36.608,-83.702,4050,9
36.608,-83.702,4060,5
36.608,-83.702,4090,24
36.608,-83.702,4120,3
39.726,-98.101,3940,2
39.726,-98.101,4060,8
39.726,-98.101,4120,8
39.727,-99.646,4060,5
39.727,-99.646,4123,3
39.345,-98.751,3930,1
39.345,-98.751,3940,9
39.345,-98.751,4060,18
39.345,-98.751,4090,12
39.345,-98.751,4120,13
39.77,-99.254,4060,3
38.191,-101.359,4060,1
39.495,-100.646,4060,6
37.796,-96.435,4060,3
37.796,-96.435,4090,32
37.796,-96.435,4120,2
37.855,-98.876,4060,16
37.855,-98.876,4123,3
38.681,-98.775,4060,2
38.681,-98.775,4120,6
37.31,-94.742,4090,6
38.215,-94.613,3940,2
38.215,-94.613,4090,18
38.215,-94.613,4120,1
38.522,-96.912,3930,1
38.522,-96.912,4090,5
38.522,-96.912,4120,1
39.12,-101.728,4120,1
37.314,-100.435,4060,1
39.784,-95.227,3940,1
39.784,-95.227,4090,8
39.784,-95.227,4120,2
38.915,-97.369,4060,4
38.915,-97.369,4090,3
37.3,-96.101,4060,1
37.3,-96.101,4090,2
37.369,-95.449,4090,23
37.796,-97.463,3940,1
37.796,-97.463,4060,2
37.796,-97.463,4090,2
38.204,-97.208,3940,1
38.204,-97.208,4060,7
38.204,-97.208,4090,5
38.468,-100.723,4060,1
37.584,-85.737,3940,4
37.584,-85.737,4050,3
37.584,-85.737,4090,11
37.584,-85.737,4120,3
38.166,-84.068,3940,3
38.166,-84.068,4060,1
38.166,-84.068,4090,5
38.166,-84.068,4120,4
38.434,-84.163,4060,1
38.434,-84.163,4090,6
38.434,-84.163,4120,1
36.862,-89.041,3940,3
36.862,-89.041,4050,3
36.862,-89.041,4090,13
36.862,-89.041,4120,1
37.633,-83.8,3940,1
37.633,-83.8,4050,9
37.633,-83.8,4090,8
37.633,-83.8,4120,4
37.716,-87.695,3940,3
37.716,-87.695,4060,1
37.716,-87.695,4090,18
37.107,-87.353,3930,3
37.107,-87.353,3940,5
37.107,-87.353,4050,3
37.107,-87.353,4090,16
37.825,-85.712,3940,1
37.825,-85.712,4090,8
38.205,-83.93,4050,1
38.205,-83.93,4090,2
37.993,-83.941,3930,2
37.993,-83.941,3940,8
37.993,-83.941,4050,4
37.993,-83.941,4060,4
37.993,-83.941,4090,8
37.993,-83.941,4120,1
38.721,-84.824,3930,1
38.721,-84.824,4050,1
38.721,-84.824,4090,3
38.721,-84.824,4120,3
37.33,-88.326,3930,2
37.33,-88.326,3940,10
37.33,-88.326,4050,4
37.33,-88.326,4090,22
37.33,-88.326,4120,1
38.379,-84.573,3940,2
38.379,-84.573,4050,6
38.379,-84.573,4090,14
38.379,-84.573,4120,8
37.245,-87.332,4050,4
37.245,-87.332,4090,10
37.245,-87.332,4120,4
37.245,-87.332,3940,3
37.245,-87.332,4050,1
37.245,-87.332,4090,6
37.245,-87.332,4120,1
36.926,-86.337,3930,2
36.926,-86.337,3940,6
36.926,-86.337,4050,4
36.926,-86.337,4060,2
36.926,-86.337,4090,21
36.926,-86.337,4120,4
37.739,-83.563,3940,3
37.739,-83.563,4050,7
37.39,-84.661,4050,4
37.39,-84.661,4090,36
37.39,-84.661,4120,6
37.413,-85.128,3930,1
37.413,-85.128,3940,5
37.413,-85.128,4050,2
37.413,-85.128,4060,1
37.413,-85.128,4090,18
37.413,-85.128,4120,1
37.471,-84.811,3940,4
37.471,-84.811,4050,2
37.471,-84.811,4090,16
37.471,-84.811,4120,3
37.257,-86.139,4090,6
37.257,-86.139,4120,1
37.985,-84.814,3930,1
37.985,-84.814,4090,4
37.985,-84.814,4120,1
37.82,-86.896,3930,1
37.82,-86.896,4050,2
37.82,-86.896,4090,20
37.82,-86.896,4120,3
37.935,-85.096,3940,4
37.935,-85.096,4050,1
37.935,-85.096,4090,8
37.935,-85.096,4120,4
37.596,-86.296,3940,1
37.596,-86.296,4050,1
37.596,-86.296,4060,1
37.596,-86.296,4090,15
37.596,-86.296,4120,1
29.846,-92.233,3930,1
29.846,-92.233,3940,2
29.846,-92.233,4050,2
29.846,-92.233,4090,15
30.081,-92.451,4090,3
32.111,-93.254,4060,4
32.111,-93.254,4090,6
32.074,-93.974,3930,1
32.074,-93.974,3940,2
32.074,-93.974,4060,3
32.074,-93.974,4090,13
29.984,-91.957,3940,1
29.984,-91.957,4060,1
29.984,-91.957,4090,8
30.269,-90.942,3930,1
30.269,-90.942,3940,14
30.269,-90.942,4050,2
30.269,-90.942,4060,6
30.269,-90.942,4090,24
30.269,-90.942,4120,1
30.081,-92.451,4090,2
30.081,-92.451,4090,1
32.855,-91.262,3940,1
32.855,-91.262,4050,1
32.855,-91.262,4090,11
32.855,-91.262,4120,1
30.399,-91.51,3930,1
30.399,-91.51,3940,5
30.399,-91.51,4050,6
30.399,-91.51,4090,39
30.081,-92.451,3940,1
30.081,-92.451,4090,1
30.41,-93.168,3930,2
30.41,-93.168,4050,1
30.41,-93.168,4060,1
30.41,-93.168,4090,7
30.41,-93.168,4120,1
32,-92.384,4060,1
32,-92.384,4090,5
32,-92.384,4120,1
31.465,-92.295,3940,11
31.465,-92.295,3950,2
31.465,-92.295,4060,11
31.465,-92.295,4090,23
31.465,-92.295,4120,4
32.486,-91.427,3940,4
32.486,-91.427,4050,1
32.486,-91.427,4090,9
29.996,-92.597,3940,1
30.978,-91.104,3930,1
30.978,-91.104,3940,3
30.978,-91.104,4050,4
30.978,-91.104,4060,3
30.978,-91.104,4090,34
30.857,-90.733,3940,4
30.857,-90.733,4050,2
30.857,-90.733,4060,5
30.857,-90.733,4090,20
30.857,-90.733,4120,2
32.975,-92.565,3920,1
32.975,-92.565,3940,1
32.975,-92.565,4050,3
32.975,-92.565,4060,1
32.975,-92.565,4090,9
29.996,-92.597,3940,2
29.996,-92.597,3940,2
30.422,-92.287,3940,1
30.422,-92.287,4090,5
29.996,-92.597,3940,1
31.737,-91.597,3930,1
29.846,-92.233,3940,2
29.846,-92.233,4090,9
31.737,-91.597,3940,3
31.737,-91.597,4050,2
31.737,-91.597,4060,1
31.737,-91.597,4090,14
31.458,-93.66,3940,1
31.458,-93.66,4050,1
31.458,-93.66,4060,3
31.458,-93.66,4090,4
31.458,-93.66,4120,2
32.46,-92.622,3930,1
32.46,-92.622,3940,2
32.46,-92.622,4050,4
32.46,-92.622,4060,4
32.46,-92.622,4090,19
29.846,-92.233,3930,1
29.846,-92.233,3940,2
29.846,-92.233,4050,2
29.846,-92.233,4090,11
29.716,-91.877,4090,8
29.846,-92.233,3940,3
29.846,-92.233,4050,5
29.846,-92.233,4090,13
30.869,-91.511,3930,1
30.869,-91.511,3940,8
30.869,-91.511,4060,3
30.869,-91.511,4090,21
30.008,-93.343,4050,2
30.008,-93.343,4060,1
30.008,-93.343,4090,9
38.424,-83.092,3930,1
38.424,-83.092,3940,1
38.424,-83.092,4050,1
38.424,-83.092,4090,11
38.424,-83.092,4120,4
30.832,-93.318,3940,2
30.832,-93.318,4060,4
30.832,-93.318,4090,15
30.832,-93.318,4120,2
37.217,-86.049,4050,8
37.217,-86.049,4090,18
37.217,-86.049,4120,5
38.27,-85.204,4090,6
38.27,-85.204,4120,1
31.189,-91.672,3940,7
31.189,-91.672,4050,2
31.189,-91.672,4090,15
38.439,-82.996,3940,3
38.439,-82.996,4050,5
38.439,-82.996,4090,18
38.439,-82.996,4120,3
30.88,-90.249,3940,7
30.88,-90.249,4050,2
30.88,-90.249,4060,3
30.88,-90.249,4090,32
31.979,-91.444,3940,3
31.979,-91.444,4060,1
31.979,-91.444,4090,10
30.702,-90.511,3940,15
30.702,-90.511,4050,2
30.702,-90.511,4060,6
30.702,-90.511,4090,18
30.702,-90.511,4120,1
30.064,-91.821,3940,4
30.064,-91.821,4090,9
30.064,-91.821,4120,1
30.27,-89.845,3940,5
30.27,-89.845,4050,3
30.27,-89.845,4090,29
32.751,-93.549,4090,3
30.369,-91.635,3930,1
30.369,-91.635,3940,6
30.369,-91.635,4050,12
30.369,-91.635,4090,38
31.67,-93.573,3940,1
31.67,-93.573,4050,2
31.67,-93.573,4090,9
29.771,-93.016,3930,1
29.771,-93.016,3940,3
29.771,-93.016,4090,4
29.771,-93.016,3940,1
29.771,-93.016,4090,6
30.474,-91.211,3940,14
30.474,-91.211,4050,1
30.474,-91.211,4090,17
30.832,-90.146,3940,2
30.832,-90.146,4050,4
30.832,-90.146,4060,4
30.832,-90.146,4090,37
30.832,-90.146,4120,2
32.312,-91.367,3940,1
32.312,-91.367,4050,9
32.312,-91.367,4090,49
29.771,-93.016,3930,1
29.771,-93.016,3940,2
29.771,-93.016,4090,2
31.955,-92.814,3940,2
31.955,-92.814,4050,4
31.955,-92.814,4060,3
31.955,-92.814,4090,6
31.955,-92.814,4120,1
43.081,-70.714,3930,2
43.081,-70.714,3940,1
29.553,-92.307,3930,1
29.553,-92.307,3940,6
29.553,-92.307,4090,11
29.553,-92.307,3930,1
29.553,-92.307,3940,7
29.553,-92.307,4090,5
31.9,-91.911,3940,1
31.9,-91.911,4050,2
31.9,-91.911,4090,2
29.553,-92.307,3940,9
29.553,-92.307,4090,2
29.553,-92.307,3940,4
29.553,-92.307,4090,2
30.413,-91.196,3940,5
