"COUNTRYNUM","STATENUM","ROUTE","LATITUDE","LONGITUDE","YEAR","AOU","FAMILY","STOPTOTAL","SPECIESTOTAL","STARTTEMP","ENDTEMP","TEMPSCALE","STARTWIND","ENDWIND","STARTSKY","ENDSKY"
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",17,32,"C",2,3,1,1
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",12,29,"C",3,0,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",15,28,"C",0,2,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",15,33,"C",2,1,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",18,33,"C",2,1,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",4,16,"C",1,2,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",12,35,"C",1,1,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",12,28,"C",2,2,1,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",14,21,"C",2,2,1,1
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",15,20,"C",2,2,2,1
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",13,20,"C",1,2,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",11,20,"C",1,2,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",13,16,"C",1,2,2,1
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",14,24,"C",0,1,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",20,34,"C",2,1,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",17,29,"C",1,2,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",12,22,"C",1,3,1,1
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",17,29,"C",1,3,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",13,26,"C",2,2,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",13,23,"C",1,2,1,1
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",13,29,"C",1,2,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",24,34,"C",1,2,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",15,22,"C",1,3,0,0
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",17,16,"C",1,1,2,8
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",16,32,"C",1,1,1,1
840,14,191,37.12,-119.701,2016,"03650","Tytonidae","1 ","2   ",18,28,"C",0,1,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",11,16,"C",0,0,1,1
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",11,19,"C",0,1,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",6,17,"C",0,2,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",1,17,"C",1,1,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",18,25,"C",0,0,1,1
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",13,24,"C",0,0,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",10,24,"C",0,0,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",13,26,"C",1,3,1,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",3,21,"C",1,1,1,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",2,16,"C",1,4,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",6,18,"C",3,1,0,2
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",24,33,"C",3,2,2,2
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",10,20,"C",1,0,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",7,18,"C",2,1,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",14,21,"C",1,2,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",16,21,"C",0,2,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",14,24,"C",0,0,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",8,17,"C",0,2,1,1
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",6,16,"C",1,1,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",9,20,"C",2,4,2,1
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",6,19,"C",1,1,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",6,23,"C",1,1,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",8,20,"C",4,4,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",11,17,"C",1,1,2,1
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",10,24,"C",1,0,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",3,21,"C",2,2,0,0
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",2,21,"C",2,2,0,1
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",11,21,"C",2,5,2,1
840,33,211,44.196,-116.509,2016,"03650","Tytonidae","1 ","1   ",14,23,"C",1,0,1,1
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",16,21,"C",2,2,1,1
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",9,17,"C",1,1,0,0
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",14,18,"C",3,1,2,5
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",11,25,"C",2,0,0,0
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",17,24,"C",2,2,1,1
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",4,18,"C",2,3,0,1
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",9,30,"C",0,2,0,0
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",7,29,"C",0,1,0,0
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",10,27,"C",0,2,0,1
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",20,27,"C",0,2,0,0
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",11,28,"C",1,1,0,0
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",12,31,"C",0,2,1,1
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",9,14,"C",2,4,1,2
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",13,21,"C",1,3,0,0
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",18,25,"C",0,2,0,0
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",16,26,"C",0,1,2,0
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",5,15,"C",1,1,0,1
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",2,9,"C",2,1,0,1
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",8,13,"C",0,3,0,0
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",6,23,"C",2,1,1,0
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",7,25,"C",2,1,0,0
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",8,17,"C",1,3,0,2
840,33,225,42.432,-114.089,2016,"03650","Tytonidae","1 ","1   ",12,24,"C",2,1,1,1
840,25,88,26.75,-80.902,2016,"03650","Tytonidae","1 ","1   ",24,29,"C",0,1,1,2
840,25,88,26.75,-80.902,2016,"03650","Tytonidae","1 ","1   ",24,25,"C",0,2,0,0
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",10,19,"C",0,3,0,1
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",17,21,"C",2,3,1,1
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",19,22,"C",3,3,1,2
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",8,17,"C",2,2,0,0
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",15,18,"C",0,0,2,2
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",17,24,"C",0,3,0,0
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",18,29,"C",2,4,1,0
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",19,31,"C",3,3,2,1
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",15,25,"C",0,4,0,0
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",17,25,"C",2,4,1,1
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",22,28,"C",2,4,0,0
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",19,24,"C",0,2,1,1
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",22,29,"C",0,1,1,1
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",21,29,"C",0,2,0,0
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",12,19,"C",0,2,2,0
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",21,27,"C",2,4,0,1
840,38,307,37.83,-100.871,2016,"03650","Tytonidae","1 ","1   ",20,24,"C",0,4,0,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",12,17,"C",2,3,1,2
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",14,23,"C",0,4,1,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",14,24,"C",0,2,0,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",17,26,"C",1,3,0,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",7,26,"C",0,2,0,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",10,18,"C",0,3,0,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",14,26,"C",0,2,1,1
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",8,20,"C",1,2,1,1
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",13,17,"C",2,3,1,2
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",16,26,"C",1,3,0,1
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",13,18,"C",3,5,1,1
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",-18,-18,"C",0,2,0,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",13,14,"C",1,3,2,2
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",13,18,"C",2,2,2,2
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",13,24,"C",0,3,0,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",-18,-18,"C",0,3,4,4
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",10,16,"C",1,2,0,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",10,16,"C",1,2,0,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",16,26,"C",0,2,2,1
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",20,25,"C",2,2,1,1
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",14,23,"C",1,3,0,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",17,26,"C",1,3,0,1
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",11,24,"C",0,0,1,2
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",14,21,"C",3,2,1,1
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",13,25,"C",0,3,2,2
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",15,29,"C",2,4,0,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",20,27,"C",0,3,2,2
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",19,30,"C",0,3,1,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",18,25,"C",0,2,2,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",15,27,"C",0,3,0,0
840,54,39,41.786,-102.458,2016,"03650","Tytonidae","1 ","1   ",16,21,"C",2,3,2,2
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",14,27,"C",0,3,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",21,32,"C",0,2,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",10,18,"C",3,2,2,1
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",13,30,"C",1,2,1,1
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",15,32,"C",1,2,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",14,28,"C",0,2,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",17,22,"C",0,1,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",11,23,"C",0,0,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",19,29,"C",0,3,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",17,31,"C",2,1,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",14,25,"C",1,2,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",14,26,"C",2,3,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",19,27,"C",1,1,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",11,24,"C",2,2,1,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",13,21,"C",1,0,1,1
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",16,22,"C",2,2,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",14,23,"C",1,0,1,1
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",13,22,"C",0,0,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",14,23,"C",1,1,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",12,24,"C",0,0,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",12,27,"C",0,0,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",14,21,"C",1,2,1,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",16,21,"C",0,2,1,1
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",14,21,"C",1,3,0,2
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",18,22,"C",0,0,1,1
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",19,24,"C",1,2,1,1
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",9,20,"C",0,0,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",14,23,"C",1,1,1,1
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",16,20,"C",1,1,2,2
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",10,21,"C",0,1,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",20,31,"C",2,2,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",23,30,"C",1,2,2,1
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",16,22,"C",1,4,0,1
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",20,38,"C",1,4,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",13,24,"C",2,2,1,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",16,18,"C",1,1,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",16,27,"C",0,0,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",13,28,"C",0,1,0,0
840,60,17,34.11,-104.23,2016,"03650","Tytonidae","1 ","1   ",16,27,"C",1,1,2,1
840,60,68,34.464,-103.478,2016,"03650","Tytonidae","1 ","1   ",13,24,"C",1,1,0,0
840,60,68,34.464,-103.478,2016,"03650","Tytonidae","1 ","1   ",14,26,"C",1,1,1,1
840,60,68,34.464,-103.478,2016,"03650","Tytonidae","1 ","1   ",17,26,"C",1,1,1,0
840,60,68,34.464,-103.478,2016,"03650","Tytonidae","1 ","1   ",10,13,"C",3,1,2,2
840,60,68,34.464,-103.478,2016,"03650","Tytonidae","1 ","1   ",14,22,"C",1,1,2,1
840,60,68,34.464,-103.478,2016,"03650","Tytonidae","1 ","1   ",18,24,"C",0,2,0,0
840,60,68,34.464,-103.478,2016,"03650","Tytonidae","1 ","1   ",17,23,"C",3,2,1,2
840,60,68,34.464,-103.478,2016,"03650","Tytonidae","1 ","1   ",13,24,"C",1,1,1,1
840,60,68,34.464,-103.478,2016,"03650","Tytonidae","1 ","1   ",16,27,"C",1,3,1,0
840,60,68,34.464,-103.478,2016,"03650","Tytonidae","1 ","1   ",13,24,"C",2,2,0,0
840,60,68,34.464,-103.478,2016,"03650","Tytonidae","1 ","1   ",16,27,"C",2,4,0,0
840,60,68,34.464,-103.478,2016,"03650","Tytonidae","1 ","1   ",12,21,"C",1,2,0,1
840,60,68,34.464,-103.478,2016,"03650","Tytonidae","1 ","1   ",14,22,"C",2,1,2,1
