uid,namedLocation,domainID,siteID,plotID,trapID,setDate,collectDate,processingDate,identifiedDate,subsampleID,individualID,taxonID,scientificName,taxonRank,identificationQualifier,scientificNameAuthorship,morphospeciesID,identificationReferences,totalLength,identifiedBy,recordedBy,remarks
"c1d56ef8-84c5-45b4-b10c-49eba5e829a9","JERC_001.basePlot.bet","D03","JERC","JERC_001","E","2015-08-27","2015-09-10","2015-10-26","2015-10-26","ArvEgVyhbJclGce9BJeiSLhRGb78U8Iz3hYO/VXuCeM=","NEON.BET.D03.000668","SELELL","Selenophorus ellipticus","species",,"Dejean",,"Teaching collection",,"7ZsG8s1cQijU1p7CX6b9FNrZuRO+/rX6","7ZsG8s1cQijU1p7CX6b9FNrZuRO+/rX6",
"4c7be5ad-bc03-496b-9cda-f2fcda181c0e","JERC_001.basePlot.bet","D03","JERC","JERC_001","N","2015-08-27","2015-09-10","2015-10-23","2015-09-29","ArvEgVyhbJdjFIFRDoBpvnvqZPOyZpwxP3FojKpSWrI=","NEON.BET.D03.000661","PASSUB2","Pasimachus subsulcatus","species",,"Say",,"Teaching collection",,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",
"3938777a-1052-4433-9566-677ede25ff5a","JERC_001.basePlot.bet","D03","JERC","JERC_001","E","2015-08-27","2015-09-10","2015-10-26","2015-10-26","ArvEgVyhbJclGce9BJeiSKQ1mO+IlF4e5K9PMk0bsHo=","NEON.BET.D03.000667","ANIHAP","Anisodactylus haplomus","species",,"Chaudoir",,"Teaching collection",,"7ZsG8s1cQijU1p7CX6b9FNrZuRO+/rX6","7ZsG8s1cQijU1p7CX6b9FNrZuRO+/rX6",
"07f5802d-2564-4c5c-8fbb-9a70c9c9f0a2","JERC_001.basePlot.bet","D03","JERC","JERC_001","N","2015-08-27","2015-09-10","2015-10-23","2015-09-29","ArvEgVyhbJdjFIFRDoBpvnvqZPOyZpwxP3FojKpSWrI=","NEON.BET.D03.000660","PASSUB2","Pasimachus subsulcatus","species",,"Say",,"Teaching collection",,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",
"4d6d23c9-f8e6-4cea-9dfb-5fc3ff216c0a","JERC_001.basePlot.bet","D03","JERC","JERC_001","N","2015-09-10","2015-09-24","2015-10-23","2015-09-29","ArvEgVyhbJdjFIFRDoBpvjs6HxzLgvYOa8KGx6YfkC0=","NEON.BET.D03.000652","PASSUB2","Pasimachus subsulcatus","species",,"Say",,"Teaching collection",,"PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",
"792fceda-eb62-473f-b308-94b40c48b51d","JERC_008.basePlot.bet","D03","JERC","JERC_008","E","2015-09-10","2015-09-24","2015-10-23","2015-09-29","S3j2Rzo+HUkvHR+V6bBjS8V+tFpea2Xi+X2jAu4o8sg=","NEON.BET.D03.000653","HARPEN","Harpalus pensylvanicus","species","cf. species","DeGeer",,"Teaching collection",,"PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",
"35d92062-3705-4694-a369-17a13e068d04","JERC_001.basePlot.bet","D03","JERC","JERC_001","E","2015-09-10","2015-09-24","2015-10-23","2015-09-29","ArvEgVyhbJclGce9BJeiSJPkKkUrZkFyt+zWH4q7aVw=","NEON.BET.D03.000651","ANIRUS","Anisodactylus rusticus","species",,"Say",,"Teaching collection",,"PbNu4t/t/O1BAZriMiaA3VbsZD9KatgX","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",
